id	group	start time	end time	duration	pressed back	attention check	age	gender	movie enthusiast	treatment1	movie order1	movie familiarity1	selection1	diversity1	variety1	similarity1	easiness1	confidence1	amount1	poster clicks1	treatment2	movie order2	movie familiarity2	selection2	diversity2	variety2	similarity2	easiness2	confidence2	amount2	poster clicks2	treatment3	movie order3	movie familiarity3	selection3	diversity3	variety3	similarity3	easiness3	confidence3	amount3	poster clicks3	comparison movie 1	comparison movie 2	comparison diversity	poster clicks comparison	decision time1	decision time2	decision time3	decision time comparison	decision time freetext	decision time ranking	decision time landing page questions	decision time demographics	discovery	interests	distraction	ranking	freetext	feedback
89369	('Group1=', 1, ', Group2=', 2, ', Group3=', 3, 'ComparisonGroup=', 2)	2022-03-31 13:42:26.103658	2022-03-31 13:53:28.312168	662,20851	False	2	46-55	male	3	Low-ILS	The Godfather: Part II, The Lord of the Rings: The Fellowship of the Ring, Se7en, Forrest Gump, The Fugitive, The Shining, The Matrix	['seen', 'seen', 'seen', 'seen', 'heard', 'seen', 'seen']	1	2	2	4	2	3	more	0,0,0,0,0,0,0	Mid-ILS	Pulp Fiction, Fight Club, The Shawshank Redemption, The Empire Strikes Back, Star Wars, American Beauty, Requiem for a Dream	['seen', 'seen', 'seen', 'seen', 'seen', 'seen', 'seen']	1	4	3	2	4	4	more	0,0,0,0,0,0,0	High-ILS	The Sixth Sense, Schindler’s List, The Silence of the Lambs, The Godfather, Fight Club, Fargo, The Green Mile	['seen', 'seen', 'seen', 'seen', 'heard', 'seen', 'seen']	1	2	2	5	3	4	more	0,0,0,0,0,0,0	The Fugitive	Forrest Gump	2	0	154,268344	58,945117	58,999715	7,838846	251,933678	95,032637	23,796976	11,230222	4	4	2	plot, genre, actors, year	 A number of reasons.  There is the genre of the movies, Sci-fi, crime, drama.  Also, there are the audiences they are aimed at, even though they might be sci-fi compared with crime, the audience that might pick it could be similar.  Also, there are the types of audience, those that enjoy Indie movies, those that like quirky, foreign, or classics.	
7904	('Group1=', 1, ', Group2=', 3, ', Group3=', 2, 'ComparisonGroup=', 2)	2022-03-31 14:54:21.529409	2022-03-31 15:11:12.882148	1011,352739	False	2	26-35	male	4	Low-ILS	The Godfather: Part II, The Lord of the Rings: The Fellowship of the Ring, Se7en, Forrest Gump, The Fugitive, The Shining, The Matrix	['never', 'heard', 'seen', 'seen', 'never', 'seen', 'seen']	6	3	5	4	4	3	exactly	0,0,0,0,0,0,0	High-ILS	The Sixth Sense, Schindler’s List, The Silence of the Lambs, The Godfather, Fight Club, Fargo, The Green Mile	['heard', 'never', 'seen', 'heard', 'seen', 'seen', 'heard']	6	4	3	4	4	5	exactly	0,0,0,0,0,0,0	Mid-ILS	Pulp Fiction, Fight Club, The Shawshank Redemption, The Empire Strikes Back, Star Wars, American Beauty, Requiem for a Dream	['never', 'heard', 'seen', 'seen', 'never', 'seen', 'seen']	6	5	3	4	3	5	exactly	0,0,0,0,0,0,0	The Fugitive	Forrest Gump	3	0	375,086297	390,88103	24,851654	7,11531	167,26469	11,693634	13,196214	21,148487	3	4	4	image, runtime, actors, title, year, plot, genre	I have read the text.I chose the movie based on the quality of it and the story of the movie. The characters are also important.	
56064	('Group1=', 1, ', Group2=', 3, ', Group3=', 2, 'ComparisonGroup=', 2)	2022-03-31 15:03:01.443065	2022-03-31 15:23:22.459718	1221,016653	False	2	56-65	male	5	Low-ILS	The Godfather: Part II, The Lord of the Rings: The Fellowship of the Ring, Se7en, Forrest Gump, The Fugitive, The Shining, The Matrix	['heard', 'heard', 'seen', 'heard', 'seen', 'heard', 'heard']	3	5	5	4	5	3	exactly	0,0,0,0,0,0,0	High-ILS	The Sixth Sense, Schindler’s List, The Silence of the Lambs, The Godfather, Fight Club, Fargo, The Green Mile	['heard', 'seen', 'heard', 'never', 'seen', 'heard', 'heard']	3	4	5	3	4	4	exactly	0,0,0,0,0,0,0	Mid-ILS	Pulp Fiction, Fight Club, The Shawshank Redemption, The Empire Strikes Back, Star Wars, American Beauty, Requiem for a Dream	['heard', 'heard', 'seen', 'heard', 'seen', 'heard', 'heard']	3	4	3	4	5	4	more	0,0,0,0,0,0,0	The Fugitive	Forrest Gump	4	0	897,027984	50,164675	37,175925	9,067314	142,993792	29,617449	9,771416	44,931294	4	5	5	plot, runtime, title, image, year, actors, genre	The Bechdel Test, or Bechdel-Wallace Test, sometimes called the Mo Movie Measure or Bechdel Rule is a simple test which names the following three criteria	good
56142	('Group1=', 2, ', Group2=', 3, ', Group3=', 1, 'ComparisonGroup=', 1)	2022-03-31 13:41:22.539035	2022-03-31 13:44:59.835082	217,296047	False	2	26-35	male	2	Mid-ILS	Pulp Fiction, Fight Club, The Shawshank Redemption, The Empire Strikes Back, Star Wars, American Beauty, Requiem for a Dream	['seen', 'heard', 'heard', 'heard', 'heard', 'heard', 'heard']	3	4	5	3	4	4	more	0,0,0,0,0,0,0	High-ILS	The Sixth Sense, Schindler’s List, The Silence of the Lambs, The Godfather, Fight Club, Fargo, The Green Mile	['heard', 'heard', 'seen', 'heard', 'heard', 'heard', 'heard']	3	5	4	3	3	5	more	0,0,0,0,0,0,0	Low-ILS	The Godfather: Part II, The Lord of the Rings: The Fellowship of the Ring, Se7en, Forrest Gump, The Fugitive, The Shining, The Matrix	['seen', 'heard', 'heard', 'heard', 'heard', 'heard', 'heard']	3	5	5	3	4	4	more	0,0,0,0,0,0,0	The Lord of the Rings: The Fellowship of the Ring	The Shining	2	0	39,53619	32,131061	31,057548	7,308263	63,867427	24,444095	9,183968	9,683926	4	5	2	genre, plot, actors, title, year, image, runtime	I determined that lists were diverse if the movie titles selected span over different genres. I just tried to picture what i knew about each movie and also read some of the additional info, and then determined how similar i felt they were.	A1PTH9KTRO06EG
81975	('Group1=', 2, ', Group2=', 1, ', Group3=', 3, 'ComparisonGroup=', 1)	2022-03-31 14:42:39.559723	2022-03-31 14:47:15.564408	276,004685	False	2	36-45	male	3	Mid-ILS	Pulp Fiction, Fight Club, The Shawshank Redemption, The Empire Strikes Back, Star Wars, American Beauty, Requiem for a Dream	['never', 'heard', 'seen', 'never', 'heard', 'heard', 'never']	3	3	4	4	3	4	exactly	0,0,0,0,0,0,0	Low-ILS	The Godfather: Part II, The Lord of the Rings: The Fellowship of the Ring, Se7en, Forrest Gump, The Fugitive, The Shining, The Matrix	['heard', 'heard', 'seen', 'seen', 'never', 'heard', 'never']	3	4	3	2	3	4	exactly	0,0,0,0,0,0,0	High-ILS	The Sixth Sense, Schindler’s List, The Silence of the Lambs, The Godfather, Fight Club, Fargo, The Green Mile	['never', 'heard', 'seen', 'never', 'heard', 'heard', 'never']	3	3	4	4	3	4	exactly	0,0,0,0,0,0,0	The Lord of the Rings: The Fellowship of the Ring	The Shining	4	0	40,790732	41,200846	28,12876	7,542142	54,448016	68,991096	18,529267	16,018005	4	3	2	genre, runtime, year, plot, actors, title, image	i usually select the movies in my favorite lists. and i use this method to choose the movie list given	nice survey
78891	('Group1=', 2, ', Group2=', 1, ', Group3=', 3, 'ComparisonGroup=', 1)	2022-03-31 15:19:29.978281	2022-03-31 15:24:12.278654	282,300373	False	2	36-45	male	4	Mid-ILS	Pulp Fiction, Fight Club, The Shawshank Redemption, The Empire Strikes Back, Star Wars, American Beauty, Requiem for a Dream	['seen', 'seen', 'seen', 'heard', 'seen', 'seen', 'seen']	3	4	5	2	4	5	more	0,0,0,0,0,0,0	Low-ILS	The Godfather: Part II, The Lord of the Rings: The Fellowship of the Ring, Se7en, Forrest Gump, The Fugitive, The Shining, The Matrix	['seen', 'heard', 'seen', 'seen', 'seen', 'seen', 'seen']	3	4	4	2	3	5	more	0,0,0,0,0,0,0	High-ILS	The Sixth Sense, Schindler’s List, The Silence of the Lambs, The Godfather, Fight Club, Fargo, The Green Mile	['seen', 'seen', 'seen', 'heard', 'seen', 'seen', 'seen']	3	4	3	3	4	5	more	0,0,0,0,0,0,0	The Lord of the Rings: The Fellowship of the Ring	The Shining	2	0	36,422174	43,118621	30,820093	7,454771	83,489619	57,770742	15,588321	7,512339	4	3	2	genre	I think the list of movies is diverse if it includes different types of genres and plot points in general. Different themes across the board make it diverse to me, like not having a bunch of cop or police movies for example.	
28643	('Group1=', 1, ', Group2=', 3, ', Group3=', 2, 'ComparisonGroup=', 1)	2022-03-31 14:35:46.465758	2022-03-31 14:40:42.825359	296,359601	False	2	26-35	male	4	Low-ILS	The Godfather: Part II, The Lord of the Rings: The Fellowship of the Ring, Se7en, Forrest Gump, The Fugitive, The Shining, The Matrix	['heard', 'heard', 'heard', 'seen', 'heard', 'heard', 'heard']	3	4	4	4	4	4	exactly	0,0,0,0,0,0,0	High-ILS	The Sixth Sense, Schindler’s List, The Silence of the Lambs, The Godfather, Fight Club, Fargo, The Green Mile	['never', 'heard', 'seen', 'heard', 'never', 'heard', 'heard']	3	4	4	4	5	4	more	1,0,0,0,0,0,0	Mid-ILS	Pulp Fiction, Fight Club, The Shawshank Redemption, The Empire Strikes Back, Star Wars, American Beauty, Requiem for a Dream	['heard', 'heard', 'heard', 'seen', 'heard', 'heard', 'heard']	3	4	4	5	5	4	exactly	0,0,0,0,0,0,0	The Lord of the Rings: The Fellowship of the Ring	The Shining	5	0	77,891661	38,374286	29,629568	7,770117	34,582866	60,966763	22,535234	24,482097	4	4	4	genre	I hve read the text films will be judged on originality, creativity, plot, pacing, structure, characters, cinematography and entertainment value as well as on effectiveness of the message and the ability of the film maker to reach an audience.	nice
58848	('Group1=', 1, ', Group2=', 2, ', Group3=', 3, 'ComparisonGroup=', 1)	2022-03-31 13:47:07.363409	2022-03-31 13:52:16.909254	309,545845	False	2	46-55	male	5	Low-ILS	The Godfather: Part II, The Lord of the Rings: The Fellowship of the Ring, Se7en, Forrest Gump, The Fugitive, The Shining, The Matrix	['seen', 'seen', 'seen', 'seen', 'heard', 'never', 'seen']	4	5	5	2	2	5	more	0,0,0,0,0,0,0	Mid-ILS	Pulp Fiction, Fight Club, The Shawshank Redemption, The Empire Strikes Back, Star Wars, American Beauty, Requiem for a Dream	['never', 'seen', 'seen', 'heard', 'seen', 'seen', 'heard']	4	5	5	1	3	5	more	0,0,0,0,0,0,0	High-ILS	The Sixth Sense, Schindler’s List, The Silence of the Lambs, The Godfather, Fight Club, Fargo, The Green Mile	['seen', 'seen', 'seen', 'seen', 'heard', 'never', 'seen']	4	4	3	3	3	4	exactly	0,0,0,0,0,0,0	The Lord of the Rings: The Fellowship of the Ring	The Shining	1	0	56,74005	42,386897	32,354452	36,959817	98,97736	15,396176	16,874863	9,506186	5	5	1	genre, plot, title, actors, image, runtime, year	The genre it was in. Like, Lord of Rings and Forest Gump are completely different.	
14238	('Group1=', 1, ', Group2=', 2, ', Group3=', 3, 'ComparisonGroup=', 1)	2022-03-31 13:55:55.250057	2022-03-31 14:01:41.425733	346,175676	False	2	36-45	female	3	Low-ILS	The Godfather: Part II, The Lord of the Rings: The Fellowship of the Ring, Se7en, Forrest Gump, The Fugitive, The Shining, The Matrix	['heard', 'seen', 'seen', 'seen', 'heard', 'seen', 'seen']	4	3	3	4	3	4	more	0,0,0,0,0,0,0	Mid-ILS	Pulp Fiction, Fight Club, The Shawshank Redemption, The Empire Strikes Back, Star Wars, American Beauty, Requiem for a Dream	['seen', 'seen', 'seen', 'seen', 'seen', 'seen', 'seen']	4	4	4	2	2	4	more	0,0,0,0,0,0,0	High-ILS	The Sixth Sense, Schindler’s List, The Silence of the Lambs, The Godfather, Fight Club, Fargo, The Green Mile	['heard', 'seen', 'seen', 'seen', 'heard', 'seen', 'seen']	4	4	4	2	3	4	more	0,0,0,0,0,0,0	The Lord of the Rings: The Fellowship of the Ring	The Shining	1	1,1	67,847147	43,686422	44,441745	22,99984	95,063792	39,556326	19,315616	13,150493	4	4	3	genre, plot	I looked at what genres the movies were in, thought about what the movies were about, what emotion they were trying to elicit, and judged how similar or different the movies presented were. 	
67734	('Group1=', 3, ', Group2=', 2, ', Group3=', 1, 'ComparisonGroup=', 1)	2022-03-31 13:45:02.735389	2022-03-31 13:51:31.504708	388,769319	False	2	36-45	male	5	High-ILS	The Sixth Sense, Schindler’s List, The Silence of the Lambs, The Godfather, Fight Club, Fargo, The Green Mile	['seen', 'seen', 'seen', 'seen', 'seen', 'heard', 'seen']	6	5	5	2	4	3	more	4,0,0,0,0,0,0	Mid-ILS	Pulp Fiction, Fight Club, The Shawshank Redemption, The Empire Strikes Back, Star Wars, American Beauty, Requiem for a Dream	['seen', 'seen', 'seen', 'seen', 'seen', 'seen', 'seen']	6	5	5	1	4	5	more	0,0,0,0,0,0,0	Low-ILS	The Godfather: Part II, The Lord of the Rings: The Fellowship of the Ring, Se7en, Forrest Gump, The Fugitive, The Shining, The Matrix	['seen', 'seen', 'seen', 'seen', 'seen', 'heard', 'seen']	6	5	5	1	5	5	more	0,0,0,0,0,0,0	The Lord of the Rings: The Fellowship of the Ring	The Shining	1	0	137,095512	43,282321	40,660905	12,838504	67,378767	44,639056	23,096125	19,691421	2	2	3	genre, plot, title, runtime, image, actors, year	I was comparing, not only a genre, but what the movie was about and mainly if it was a fiction or not. For example, Matrix and Godfather are highly diverse movies :)	Thank You
21781	('Group1=', 3, ', Group2=', 2, ', Group3=', 1, 'ComparisonGroup=', 1)	2022-03-31 15:01:41.896609	2022-03-31 15:08:14.523070	392,626461	False	2	26-35	female	4	High-ILS	The Sixth Sense, Schindler’s List, The Silence of the Lambs, The Godfather, Fight Club, Fargo, The Green Mile	['seen', 'heard', 'heard', 'heard', 'seen', 'heard', 'seen']	7	4	4	3	3	4	exactly	0,0,0,0,0,0,0	Mid-ILS	Pulp Fiction, Fight Club, The Shawshank Redemption, The Empire Strikes Back, Star Wars, American Beauty, Requiem for a Dream	['heard', 'seen', 'seen', 'heard', 'seen', 'seen', 'heard']	7	3	4	4	3	4	more	0,0,0,0,0,0,0	Low-ILS	The Godfather: Part II, The Lord of the Rings: The Fellowship of the Ring, Se7en, Forrest Gump, The Fugitive, The Shining, The Matrix	['seen', 'heard', 'heard', 'heard', 'seen', 'heard', 'seen']	7	4	4	3	3	4	exactly	0,0,0,0,0,0,0	The Lord of the Rings: The Fellowship of the Ring	The Shining	4	1	75,79047	32,360956	32,457387	11,775633	149,447723	58,668432	11,320856	20,689021	4	3	4	actors, title, runtime, image, plot, year, genre	This movies are somewhat familiar and good movies. It is gives a entertainment and happiness to me.	
26759	('Group1=', 1, ', Group2=', 2, ', Group3=', 3, 'ComparisonGroup=', 1)	2022-03-31 14:11:18.318702	2022-03-31 14:18:15.883217	417,564515	False	2	>65	female	4	Low-ILS	The Godfather: Part II, The Lord of the Rings: The Fellowship of the Ring, Se7en, Forrest Gump, The Fugitive, The Shining, The Matrix	['seen', 'heard', 'seen', 'seen', 'seen', 'seen', 'heard']	4	4	4	3	2	5	more	0,0,0,0,0,0,0	Mid-ILS	Pulp Fiction, Fight Club, The Shawshank Redemption, The Empire Strikes Back, Star Wars, American Beauty, Requiem for a Dream	['heard', 'heard', 'seen', 'seen', 'seen', 'seen', 'never']	4	4	3	4	5	5	more	0,0,0,0,0,0,0	High-ILS	The Sixth Sense, Schindler’s List, The Silence of the Lambs, The Godfather, Fight Club, Fargo, The Green Mile	['seen', 'heard', 'seen', 'seen', 'seen', 'seen', 'heard']	4	4	4	4	3	5	more	0,0,0,0,0,0,0	The Lord of the Rings: The Fellowship of the Ring	The Shining	2	0	84,293867	58,041196	53,75699	13,970179	86,172982	80,640521	23,724515	16,824242	5	3	2	genre, plot, title, image, actors, year, runtime	I'm guessing in each, I looked at how gory they were, fantasies or how popular they were in general.	none but thank you
49090	('Group1=', 1, ', Group2=', 3, ', Group3=', 2, 'ComparisonGroup=', 1)	2022-03-31 14:50:10.426852	2022-03-31 14:57:17.681781	427,254929	False	2	>65	female	5	Low-ILS	The Godfather: Part II, The Lord of the Rings: The Fellowship of the Ring, Se7en, Forrest Gump, The Fugitive, The Shining, The Matrix	['seen', 'heard', 'never', 'seen', 'seen', 'seen', 'heard']	4	4	4	2	4	4	more	0,0,0,0,0,0,0	High-ILS	The Sixth Sense, Schindler’s List, The Silence of the Lambs, The Godfather, Fight Club, Fargo, The Green Mile	['heard', 'never', 'heard', 'seen', 'never', 'never', 'seen']	4	5	5	2	3	3	more	0,0,0,0,0,0,0	Mid-ILS	Pulp Fiction, Fight Club, The Shawshank Redemption, The Empire Strikes Back, Star Wars, American Beauty, Requiem for a Dream	['seen', 'heard', 'never', 'seen', 'seen', 'seen', 'heard']	4	5	5	2	4	4	more	0,0,0,0,0,0,0	The Lord of the Rings: The Fellowship of the Ring	The Shining	2	0	106,461636	98,442805	60,939405	13,698134	44,100561	60,586622	18,627797	24,26606	4	4	2	actors, plot, genre, image, title, runtime, year	and some are love stories, some are drama movies, they are very different from each other.	none
16600	('Group1=', 2, ', Group2=', 1, ', Group3=', 3, 'ComparisonGroup=', 1)	2022-03-31 13:58:43.295026	2022-03-31 14:05:52.071109	428,776083	False	2	56-65	female	4	Mid-ILS	Pulp Fiction, Fight Club, The Shawshank Redemption, The Empire Strikes Back, Star Wars, American Beauty, Requiem for a Dream	['seen', 'heard', 'seen', 'seen', 'seen', 'seen', 'seen']	1	4	4	2	2	5	more	0,0,0,0,0,0,0	Low-ILS	The Godfather: Part II, The Lord of the Rings: The Fellowship of the Ring, Se7en, Forrest Gump, The Fugitive, The Shining, The Matrix	['seen', 'seen', 'seen', 'seen', 'seen', 'seen', 'seen']	1	4	4	2	5	5	more	0,0,0,0,0,0,0	High-ILS	The Sixth Sense, Schindler’s List, The Silence of the Lambs, The Godfather, Fight Club, Fargo, The Green Mile	['seen', 'heard', 'seen', 'seen', 'seen', 'seen', 'seen']	1	4	4	2	2	5	more	0,0,0,0,0,0,0	The Lord of the Rings: The Fellowship of the Ring	The Shining	1	1,1	79,786416	48,327638	66,306138	23,902812	134,078845	30,171482	31,44927	14,672199	4	5	1	genre	I primarily used the genre of the movies to form my opinion about whether they were very similar or not. 	
27619	('Group1=', 1, ', Group2=', 2, ', Group3=', 3, 'ComparisonGroup=', 1)	2022-03-31 13:53:40.410447	2022-03-31 14:01:31.502938	471,092491	False	2	36-45	male	3	Low-ILS	The Godfather: Part II, The Lord of the Rings: The Fellowship of the Ring, Se7en, Forrest Gump, The Fugitive, The Shining, The Matrix	['heard', 'never', 'heard', 'seen', 'never', 'heard', 'never']	4	4	3	4	3	3	exactly	0,0,0,0,0,0,0	Mid-ILS	Pulp Fiction, Fight Club, The Shawshank Redemption, The Empire Strikes Back, Star Wars, American Beauty, Requiem for a Dream	['never', 'heard', 'seen', 'never', 'never', 'heard', 'never']	4	4	4	3	4	3	exactly	0,0,0,0,0,0,0	High-ILS	The Sixth Sense, Schindler’s List, The Silence of the Lambs, The Godfather, Fight Club, Fargo, The Green Mile	['heard', 'never', 'heard', 'seen', 'never', 'heard', 'never']	4	3	4	3	2	3	exactly	0,0,0,0,0,0,0	The Lord of the Rings: The Fellowship of the Ring	The Shining	3	0	64,069974	35,617678	34,913138	31,502397	161,22578	24,041938	94,661657	24,899502	4	3	2	actors, year, runtime, image, title, plot, genre	my favorite movie list i select the list given. this method i use to select the movies	nice survey
68150	('Group1=', 3, ', Group2=', 2, ', Group3=', 1, 'ComparisonGroup=', 1)	2022-03-31 13:40:28.262937	2022-03-31 13:48:57.957846	509,694909	False	2	26-35	non-binary	5	High-ILS	The Sixth Sense, Schindler’s List, The Silence of the Lambs, The Godfather, Fight Club, Fargo, The Green Mile	['seen', 'heard', 'seen', 'seen', 'seen', 'never', 'seen']	4	5	5	2	3	5	more	0,0,0,0,0,0,0	Mid-ILS	Pulp Fiction, Fight Club, The Shawshank Redemption, The Empire Strikes Back, Star Wars, American Beauty, Requiem for a Dream	['seen', 'seen', 'seen', 'seen', 'seen', 'heard', 'never']	4	5	5	1	5	5	more	0,0,0,0,0,0,0	Low-ILS	The Godfather: Part II, The Lord of the Rings: The Fellowship of the Ring, Se7en, Forrest Gump, The Fugitive, The Shining, The Matrix	['seen', 'heard', 'seen', 'seen', 'seen', 'never', 'seen']	4	5	4	1	5	5	more	0,0,0,0,0,0,0	The Lord of the Rings: The Fellowship of the Ring	The Shining	1	0	67,780958	59,513632	30,549232	8,048568	224,288409	67,169242	30,520806	21,614807	5	5	3	plot	Knowledge about the diversity of the list of films is only possible if they have been watched previously, or by a quick read in the synopsis of the film, you can also classify or imagine what will become of a film by the director, as they follow their own cinematographic language.	Nice layout.
65201	('Group1=', 3, ', Group2=', 2, ', Group3=', 1, 'ComparisonGroup=', 1)	2022-03-31 13:41:56.818918	2022-03-31 13:52:17.879784	621,060866	False	2	19-25	female	4	High-ILS	The Sixth Sense, Schindler’s List, The Silence of the Lambs, The Godfather, Fight Club, Fargo, The Green Mile	['seen', 'heard', 'seen', 'seen', 'seen', 'heard', 'seen']	4	4	5	2	4	5	more	0,0,0,0,0,0,0	Mid-ILS	Pulp Fiction, Fight Club, The Shawshank Redemption, The Empire Strikes Back, Star Wars, American Beauty, Requiem for a Dream	['seen', 'seen', 'seen', 'seen', 'seen', 'seen', 'seen']	4	4	5	4	4	5	more	0,0,0,0,0,0,0	Low-ILS	The Godfather: Part II, The Lord of the Rings: The Fellowship of the Ring, Se7en, Forrest Gump, The Fugitive, The Shining, The Matrix	['seen', 'heard', 'seen', 'seen', 'seen', 'heard', 'seen']	4	4	5	4	4	5	more	0,0,0,0,0,0,0	The Lord of the Rings: The Fellowship of the Ring	The Shining	4	0	196,998217	322,661022	25,997428	4,494987	45,200445	8,936265	8,269939	8,341635	4	4	5	genre, actors, plot, title, year, runtime, image	It's the genre, actors, plot, overall ambience, feeling, these are all the things that to me determine whether the movies in a list are diverse	
8409	('Group1=', 2, ', Group2=', 1, ', Group3=', 3, 'ComparisonGroup=', 1)	2022-03-31 15:43:49.891043	2022-03-31 15:54:16.631976	626,740933	False	2	56-65	male	5	Mid-ILS	Pulp Fiction, Fight Club, The Shawshank Redemption, The Empire Strikes Back, Star Wars, American Beauty, Requiem for a Dream	['seen', 'seen', 'seen', 'seen', 'seen', 'heard', 'heard']	7	4	4	2	4	2	more	0,0,0,0,0,0,0	Low-ILS	The Godfather: Part II, The Lord of the Rings: The Fellowship of the Ring, Se7en, Forrest Gump, The Fugitive, The Shining, The Matrix	['seen', 'seen', 'heard', 'seen', 'seen', 'seen', 'seen']	7	4	4	2	4	2	more	0,0,0,0,0,0,0	High-ILS	The Sixth Sense, Schindler’s List, The Silence of the Lambs, The Godfather, Fight Club, Fargo, The Green Mile	['seen', 'seen', 'seen', 'seen', 'seen', 'heard', 'heard']	7	4	4	2	4	2	more	0,0,0,0,0,0,0	The Lord of the Rings: The Fellowship of the Ring	The Shining	1	0	148,302408	75,342865	69,927642	24,205498	194,027095	54,812638	22,324902	37,630921	4	4	2	genre, plot, actors	I analyzed the choices by genre.  I categorized some as Science Fiction, Horror, Drama, Action Adventure and Thriller.  If their were at least three of these present among the choices, I thought it was diverse.	
30240	('Group1=', 1, ', Group2=', 3, ', Group3=', 2, 'ComparisonGroup=', 1)	2022-03-31 14:39:55.914837	2022-03-31 14:53:28.513448	812,598611	False	2	26-35	male	4	Low-ILS	The Godfather: Part II, The Lord of the Rings: The Fellowship of the Ring, Se7en, Forrest Gump, The Fugitive, The Shining, The Matrix	['seen', 'seen', 'heard', 'never', 'heard', 'heard', 'seen']	6	4	5	4	5	4	exactly	0,0,0,0,0,0,0	High-ILS	The Sixth Sense, Schindler’s List, The Silence of the Lambs, The Godfather, Fight Club, Fargo, The Green Mile	['never', 'heard', 'heard', 'seen', 'heard', 'heard', 'never']	6	4	4	5	4	4	exactly	0,0,0,0,0,0,0	Mid-ILS	Pulp Fiction, Fight Club, The Shawshank Redemption, The Empire Strikes Back, Star Wars, American Beauty, Requiem for a Dream	['seen', 'seen', 'heard', 'never', 'heard', 'heard', 'seen']	6	4	4	5	5	4	exactly	0,0,0,0,0,0,0	The Lord of the Rings: The Fellowship of the Ring	The Shining	2	0	226,300275	74,40634	31,925248	16,448972	192,276058	236,076654	12,289913	22,759386	4	5	4	genre, image, title	I USED TO WATCH THE MOVIES WITH SCIENCE FICTION AND THRILLER MOVIES I GIVE THE OPINION WITH THAT CRITIRIA.	GOOD
90947	('Group1=', 1, ', Group2=', 3, ', Group3=', 2, 'ComparisonGroup=', 1)	2022-03-31 13:45:52.435011	2022-03-31 13:59:31.306363	818,871352	False	2	56-65	male	2	Low-ILS	The Godfather: Part II, The Lord of the Rings: The Fellowship of the Ring, Se7en, Forrest Gump, The Fugitive, The Shining, The Matrix	['seen', 'heard', 'heard', 'seen', 'seen', 'heard', 'heard']	7	4	4	2	4	4	more	0,0,0,0,0,0,0	High-ILS	The Sixth Sense, Schindler’s List, The Silence of the Lambs, The Godfather, Fight Club, Fargo, The Green Mile	['heard', 'seen', 'heard', 'seen', 'heard', 'seen', 'seen']	7	2	2	4	2	3	none	0,0,0,0,0,0,0	Mid-ILS	Pulp Fiction, Fight Club, The Shawshank Redemption, The Empire Strikes Back, Star Wars, American Beauty, Requiem for a Dream	['seen', 'heard', 'heard', 'seen', 'seen', 'heard', 'heard']	7	4	3	3	4	5	more	0,0,0,0,0,0,0	The Lord of the Rings: The Fellowship of the Ring	The Shining	1	0	462,659716	70,422047	52,311822	13,141783	133,093744	40,664932	25,845716	20,612528	3	3	3	actors	 Who is in the led. For example if the lead is a woman.  The rest of the cast being from different ethnicities.  Male, vs female. 	
53298	('Group1=', 2, ', Group2=', 1, ', Group3=', 3, 'ComparisonGroup=', 1)	2022-03-31 13:49:13.442612	2022-03-31 14:05:03.440293	949,997681	False	2	36-45	male	2	Mid-ILS	Pulp Fiction, Fight Club, The Shawshank Redemption, The Empire Strikes Back, Star Wars, American Beauty, Requiem for a Dream	['seen', 'seen', 'seen', 'heard', 'heard', 'heard', 'heard']	3	4	4	2	4	5	more	0,0,0,0,0,0,0	Low-ILS	The Godfather: Part II, The Lord of the Rings: The Fellowship of the Ring, Se7en, Forrest Gump, The Fugitive, The Shining, The Matrix	['heard', 'seen', 'seen', 'seen', 'seen', 'heard', 'seen']	3	5	5	2	2	3	more	0,0,0,0,0,0,0	High-ILS	The Sixth Sense, Schindler’s List, The Silence of the Lambs, The Godfather, Fight Club, Fargo, The Green Mile	['seen', 'seen', 'seen', 'heard', 'heard', 'heard', 'heard']	3	2	2	4	4	4	more	0,0,0,0,0,0,0	The Lord of the Rings: The Fellowship of the Ring	The Shining	2	0	396,845651	207,291319	114,423984	75,182447	90,61843	38,052824	18,411612	9,045775	4	4	2	genre	I determined what genre the movie was from such as Action, Comedy, Drama, etc. Then I looked at the popularity of the movies.	
27361	('Group1=', 2, ', Group2=', 3, ', Group3=', 1, 'ComparisonGroup=', 3)	2022-03-31 15:41:53.934657	2022-03-31 15:45:17.794002	203,859345	False	2	36-45	male	4	Mid-ILS	Pulp Fiction, Fight Club, The Shawshank Redemption, The Empire Strikes Back, Star Wars, American Beauty, Requiem for a Dream	['seen', 'seen', 'heard', 'heard', 'heard', 'heard', 'heard']	2	4	4	4	4	4	more	0,0,0,0,0,0,0	High-ILS	The Sixth Sense, Schindler’s List, The Silence of the Lambs, The Godfather, Fight Club, Fargo, The Green Mile	['seen', 'seen', 'seen', 'seen', 'seen', 'heard', 'seen']	2	4	4	4	4	4	more	0,0,0,0,0,0,0	Low-ILS	The Godfather: Part II, The Lord of the Rings: The Fellowship of the Ring, Se7en, Forrest Gump, The Fugitive, The Shining, The Matrix	['seen', 'seen', 'heard', 'heard', 'heard', 'heard', 'heard']	2	4	4	4	4	4	more	0,0,0,0,0,0,0	The Matrix	The Godfather: Part II	2	0	51,650177	30,479561	22,610834	9,196428	51,797663	11,864883	15,660284	10,478631	4	4	2	genre	 I use the general genre to determine the differences in the movies	
