id	group	start time	end time	duration	pressed back	attention check	age	gender	cooking enthusiast	restrictions	treatment1	order1	familiarity1	selection1	diversity1	variety1	similarity1	easiness1confidence1	confidence1	amount1	poster clicks1	treatment2	order2	familiarity2	selection2	diversity2	variety2	similarity2	easiness2	confidence2	amount2	poster clicks2	treatment3	order3	familiarity3	selection3	diversity3	variety3	similarity3	easiness3	confidence3	amount3	poster clicks3	comparison 1	comparison 2	comparison similarity	poster clicks comparison	decision time1	decision time2	decision time3	decision time comparison	decision time freetext	decision time ranking	decision time landing page questions	decision time demographics	discovery	interests	distraction	ranking	freetext	feedback
16523	('Group1=', 1, ', Group2=', 2, ', Group3=', 3, 'ComparisonGroup=', 3)	2022-03-30 13:29:58.423167	2022-03-30 13:51:01.913218	1263,490051	False	2	36-45	male	2--3	lactose	High-ILS	[[[[[[['', 'Donut Muffins'], 'Brown Sugar Smokies'], 'Good Old Fashioned Pancakes'], 'Best Big, Fat, Chewy Chocolate Chip Cookie'], 'Peanut Butter Cup Cookies'], 'Best Chocolate Chip Cookies'], 'Banana Crumb Muffins']	['never', 'never', 'prepared', 'similar', 'prepared', 'similar', 'similar']	3	4	5	5	4	3	exactly	0,0,0,0,0,0,0	Mid-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Mushrooms with a Soy Sauce Glaze'], 'Meatball Nirvana'], 'Donut Muffins'], ""Janet's Rich Banana Bread""], 'Pico de Gallo Chicken Quesadillas'], 'Chicken Pot Pie']"	['never', 'similar', 'never', 'similar', 'prepared', 'never', 'prepared']	7	3	4	5	4	4	exactly	0,0,0,0,0,0,0	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['never', 'never', 'never', 'similar', 'never', 'never', 'prepared']	7	4	5	5	4	4	more	0,0,0,0,0,0,0	Donut Muffins	Pico de Gallo Chicken Quesadillas	4	0	186,692108	101,062567	57,230131	13,822472	556,968243	262,65879	41,490907	43,396804	4	3	4	title, image, cuisine, reviews, instructions, ingredients, duration, nutrients	1 ½ cups all-purpose flour 3 ½ teaspoons baking powder ¼ teaspoon salt, or more to taste 1 tablespoon white sugar 1 ¼ cups milk 1 egg 3 tablespoons butter, melted Heat a lightly oiled griddle or frying pan over medium-high heat. Pour or scoop the batter onto the griddle, using approximately 1/4 cup for each pancake. Brown on both sides and serve hot.	
84563	('Group1=', 3, ', Group2=', 1, ', Group3=', 2, 'ComparisonGroup=', 3)	2022-03-30 13:33:23.368459	2022-03-30 13:54:50.895770	1287,527311	False	2	36-45	male	4--5	none	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['never', 'prepared', 'prepared', 'prepared', 'never', 'prepared', 'never']	2	5	5	1	4	5	more	0,0,0,0,0,0,0	High-ILS	[[[[[[['', 'Donut Muffins'], 'Brown Sugar Smokies'], 'Good Old Fashioned Pancakes'], 'Best Big, Fat, Chewy Chocolate Chip Cookie'], 'Peanut Butter Cup Cookies'], 'Best Chocolate Chip Cookies'], 'Banana Crumb Muffins']	['never', 'never', 'prepared', 'prepared', 'never', 'prepared', 'never']	4	2	2	4	4	5	more	0,0,0,0,0,1,0	Mid-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Mushrooms with a Soy Sauce Glaze'], 'Meatball Nirvana'], 'Donut Muffins'], ""Janet's Rich Banana Bread""], 'Pico de Gallo Chicken Quesadillas'], 'Chicken Pot Pie']"	['never', 'never', 'never', 'never', 'never', 'prepared', 'never']	7	5	5	2	2	5	more	0,0,0,0,0,0,0	Donut Muffins	Pico de Gallo Chicken Quesadillas	1	0	857,353091	51,609003	40,136031	6,595024	238,955493	52,352698	14,019524	26,359384	5	5	1	ingredients, nutrients, cuisine, image	 My criteria for diversity was based on both taste of the items and the differing elements that go into making the recipes.	No additional feedback
48855	('Group1=', 2, ', Group2=', 1, ', Group3=', 3, 'ComparisonGroup=', 3)	2022-03-30 13:23:04.210647	2022-03-30 13:44:50.317930	1306,107283	False	2	26-35	female	4--5	none	Mid-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Mushrooms with a Soy Sauce Glaze'], 'Meatball Nirvana'], 'Donut Muffins'], ""Janet's Rich Banana Bread""], 'Pico de Gallo Chicken Quesadillas'], 'Chicken Pot Pie']"	['never', 'never', 'similar', 'never', 'prepared', 'prepared', 'prepared']	3	5	5	1	5	5	more	0,0,0,0,0,0,0	High-ILS	[[[[[[['', 'Donut Muffins'], 'Brown Sugar Smokies'], 'Good Old Fashioned Pancakes'], 'Best Big, Fat, Chewy Chocolate Chip Cookie'], 'Peanut Butter Cup Cookies'], 'Best Chocolate Chip Cookies'], 'Banana Crumb Muffins']	['never', 'prepared', 'prepared', 'prepared', 'prepared', 'prepared', 'prepared']	1	2	2	5	4	4	exactly	0,0,0,0,0,0,0	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['never', 'similar', 'prepared', 'prepared', 'similar', 'prepared', 'never']	7	4	4	2	5	4	more	0,0,0,0,0,0,0	Donut Muffins	Pico de Gallo Chicken Quesadillas	2	0	812,492415	32,931316	30,97023	4,700989	47,973389	263,608608	98,277235	15,003879	4	4	2	ingredients, cuisine, title, image, nutrients, duration, instructions, reviews	I went by the ingredients it would take to make the recipe and also what kind of recipe it was like a dessert or dinner, etc.	fun! tysm
31114	('Group1=', 1, ', Group2=', 2, ', Group3=', 3, 'ComparisonGroup=', 3)	2022-03-30 13:23:21.571761	2022-03-30 13:50:47.080536	1645,508775	False	2	19-25	male	>5	vegetarian	High-ILS	[[[[[[['', 'Donut Muffins'], 'Brown Sugar Smokies'], 'Good Old Fashioned Pancakes'], 'Best Big, Fat, Chewy Chocolate Chip Cookie'], 'Peanut Butter Cup Cookies'], 'Best Chocolate Chip Cookies'], 'Banana Crumb Muffins']	['never', 'prepared', 'similar', 'similar', 'similar', 'similar', 'never']	3	4	5	3	4	5	exactly	0,0,0,0,0,0,0	Mid-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Mushrooms with a Soy Sauce Glaze'], 'Meatball Nirvana'], 'Donut Muffins'], ""Janet's Rich Banana Bread""], 'Pico de Gallo Chicken Quesadillas'], 'Chicken Pot Pie']"	['never', 'prepared', 'similar', 'similar', 'similar', 'prepared', 'prepared']	2	4	5	4	5	4	exactly	0,0,0,0,0,0,0	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['never', 'similar', 'similar', 'similar', 'similar', 'prepared', 'never']	5	3	4	5	4	3	none	0,0,0,0,0,0,0	Donut Muffins	Pico de Gallo Chicken Quesadillas	4	0	675,352222	519,437228	34,995658	19,643427	232,721086	90,965708	21,578008	50,655829	3	4	5	image	the have prepared a similar dish before. Mushrooms with a soy sauce glaze the recipes presented in this list are siverse.	no comments
95535	('Group1=', 1, ', Group2=', 2, ', Group3=', 3, 'ComparisonGroup=', 2)	2022-03-30 14:44:22.425153	2022-03-30 14:48:18.574581	236,149428	False	2	26-35	female	>5	none	High-ILS	[[[[[[['', 'Donut Muffins'], 'Brown Sugar Smokies'], 'Good Old Fashioned Pancakes'], 'Best Big, Fat, Chewy Chocolate Chip Cookie'], 'Peanut Butter Cup Cookies'], 'Best Chocolate Chip Cookies'], 'Banana Crumb Muffins']	['similar', 'prepared', 'prepared', 'similar', 'similar', 'similar', 'similar']	4	4	4	4	4	4	more	0,0,0,0,0,0,0	Mid-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Mushrooms with a Soy Sauce Glaze'], 'Meatball Nirvana'], 'Donut Muffins'], ""Janet's Rich Banana Bread""], 'Pico de Gallo Chicken Quesadillas'], 'Chicken Pot Pie']"	['similar', 'similar', 'prepared', 'similar', 'similar', 'prepared', 'similar']	1	4	4	3	3	3	exactly	0,0,0,0,0,0,0	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['similar', 'similar', 'similar', 'prepared', 'prepared', 'similar', 'similar']	5	4	4	3	3	3	exactly	0,0,0,0,0,0,0	Meatball Nirvana	Janet's Rich Banana Bread	2	0	42,805674	29,641758	23,388318	5,938672	84,590231	21,908809	10,477381	17,108792	4	4	2	duration, title, image, instructions, reviews, cuisine, ingredients, nutrients	I prefer foods based on the ingredients added. I always chose American style foods. So I chose likr that.	no
87957	('Group1=', 1, ', Group2=', 2, ', Group3=', 3, 'ComparisonGroup=', 2)	2022-03-30 14:34:11.881604	2022-03-30 14:38:36.698377	264,816773	False	2	36-45	male	>5	none	High-ILS	[[[[[[['', 'Donut Muffins'], 'Brown Sugar Smokies'], 'Good Old Fashioned Pancakes'], 'Best Big, Fat, Chewy Chocolate Chip Cookie'], 'Peanut Butter Cup Cookies'], 'Best Chocolate Chip Cookies'], 'Banana Crumb Muffins']	['never', 'similar', 'similar', 'similar', 'similar', 'similar', 'similar']	4	4	4	3	4	4	more	0,0,0,0,0,0,0	Mid-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Mushrooms with a Soy Sauce Glaze'], 'Meatball Nirvana'], 'Donut Muffins'], ""Janet's Rich Banana Bread""], 'Pico de Gallo Chicken Quesadillas'], 'Chicken Pot Pie']"	['prepared', 'never', 'similar', 'never', 'similar', 'similar', 'prepared']	2	5	5	2	3	4	more	0,0,0,0,0,0,0	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['prepared', 'never', 'similar', 'never', 'similar', 'similar', 'similar']	5	5	5	2	2	4	more	0,0,0,0,0,0,0	Meatball Nirvana	Janet's Rich Banana Bread	1	0	59,954618	34,262349	36,834449	6,546313	70,201275	27,83175	19,117265	9,889957	5	4	1	cuisine, ingredients, title, image	I primarily chose an answer based on the types of cuisine. If they were not similar (vegetable vs meat vs dessert), I ranked them as diverse. If they were all the same cuisine or many options were the same, I decided they were less diverse.	
71302	('Group1=', 1, ', Group2=', 2, ', Group3=', 3, 'ComparisonGroup=', 2)	2022-03-30 14:02:44.581144	2022-03-30 14:08:29.240799	344,659655	False	2	26-35	male	4--5	vegetarian	High-ILS	[[[[[[['', 'Donut Muffins'], 'Brown Sugar Smokies'], 'Good Old Fashioned Pancakes'], 'Best Big, Fat, Chewy Chocolate Chip Cookie'], 'Peanut Butter Cup Cookies'], 'Best Chocolate Chip Cookies'], 'Banana Crumb Muffins']	['never', 'never', 'prepared', 'prepared', 'never', 'similar', 'similar']	4	4	4	2	3	4	more	0,0,0,0,0,0,0	Mid-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Mushrooms with a Soy Sauce Glaze'], 'Meatball Nirvana'], 'Donut Muffins'], ""Janet's Rich Banana Bread""], 'Pico de Gallo Chicken Quesadillas'], 'Chicken Pot Pie']"	['similar', 'similar', 'prepared', 'never', 'similar', 'never', 'similar']	2	4	4	2	4	3	more	0,0,0,0,0,0,0	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['similar', 'never', 'never', 'similar', 'similar', 'prepared', 'similar']	4	4	4	2	4	4	exactly	0,0,0,0,0,0,0	Meatball Nirvana	Janet's Rich Banana Bread	1	0	64,412251	44,287376	42,797587	6,733747	106,539615	54,161321	12,331146	13,322533	4	3	2	image, ingredients, cuisine, nutrients	Considering the visual properties of each recipe image and memorizing their relevant tastes from past experience, these two factors affected the most while making a decision to choose a recipe and evaluating their similarity or differences in between.	
60844	('Group1=', 3, ', Group2=', 2, ', Group3=', 1, 'ComparisonGroup=', 2)	2022-03-30 15:09:59.668033	2022-03-30 15:15:49.311220	349,643187	False	2	36-45	female	2--3	vegetarian	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['never', 'prepared', 'never', 'prepared', 'prepared', 'similar', 'similar']	4	5	3	4	5	3	exactly	0,0,0,0,0,0,0	Mid-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Mushrooms with a Soy Sauce Glaze'], 'Meatball Nirvana'], 'Donut Muffins'], ""Janet's Rich Banana Bread""], 'Pico de Gallo Chicken Quesadillas'], 'Chicken Pot Pie']"	['never', 'similar', 'similar', 'prepared', 'prepared', 'similar', 'similar']	4	3	4	2	3	4	more	0,0,0,0,0,0,0	High-ILS	[[[[[[['', 'Donut Muffins'], 'Brown Sugar Smokies'], 'Good Old Fashioned Pancakes'], 'Best Big, Fat, Chewy Chocolate Chip Cookie'], 'Peanut Butter Cup Cookies'], 'Best Chocolate Chip Cookies'], 'Banana Crumb Muffins']	['never', 'prepared', 'never', 'prepared', 'similar', 'never', 'similar']	2	5	3	4	4	5	more	0,0,0,0,0,0,0	Meatball Nirvana	Janet's Rich Banana Bread	3	0	36,746088	37,471408	22,049207	4,547203	196,338327	27,652544	9,371115	15,347033	5	3	4	nutrients, reviews, image, cuisine, instructions, title, ingredients, duration	I chose the recipe based on the healthy ingredients added in the dish and also the tastiness of food.	
85274	('Group1=', 1, ', Group2=', 2, ', Group3=', 3, 'ComparisonGroup=', 2)	2022-03-30 13:29:32.761263	2022-03-30 13:40:51.684200	678,922937	False	2	36-45	male	4--5	none	High-ILS	[[[[[[['', 'Donut Muffins'], 'Brown Sugar Smokies'], 'Good Old Fashioned Pancakes'], 'Best Big, Fat, Chewy Chocolate Chip Cookie'], 'Peanut Butter Cup Cookies'], 'Best Chocolate Chip Cookies'], 'Banana Crumb Muffins']	['never', 'similar', 'prepared', 'prepared', 'similar', 'similar', 'prepared']	5	3	4	3	3	4	more	0,0,0,0,0,0,0	Mid-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Mushrooms with a Soy Sauce Glaze'], 'Meatball Nirvana'], 'Donut Muffins'], ""Janet's Rich Banana Bread""], 'Pico de Gallo Chicken Quesadillas'], 'Chicken Pot Pie']"	['never', 'similar', 'never', 'never', 'prepared', 'similar', 'prepared']	6	4	4	3	4	4	more	0,0,0,0,0,0,0	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['never', 'prepared', 'similar', 'prepared', 'never', 'never', 'similar']	5	3	4	4	4	4	more	0,0,0,0,0,0,0	Meatball Nirvana	Janet's Rich Banana Bread	2	0	87,374737	66,513004	43,724432	17,616265	257,357898	138,889048	22,678699	44,647681	4	4	3	title, image, ingredients, cuisine, duration, instructions	, meatball nirvana is made of some meat and the second picture, the bread type which is not meat oriented.	This is interesting.
69175	('Group1=', 1, ', Group2=', 2, ', Group3=', 3, 'ComparisonGroup=', 2)	2022-03-30 14:30:37.594596	2022-03-30 14:44:45.826918	848,232322	False	2	56-65	female	4--5	vegan	High-ILS	[[[[[[['', 'Donut Muffins'], 'Brown Sugar Smokies'], 'Good Old Fashioned Pancakes'], 'Best Big, Fat, Chewy Chocolate Chip Cookie'], 'Peanut Butter Cup Cookies'], 'Best Chocolate Chip Cookies'], 'Banana Crumb Muffins']	['prepared', 'similar', 'prepared', 'similar', 'never', 'prepared', 'prepared']	3	5	4	5	4	3	exactly	0,0,0,0,0,0,0	Mid-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Mushrooms with a Soy Sauce Glaze'], 'Meatball Nirvana'], 'Donut Muffins'], ""Janet's Rich Banana Bread""], 'Pico de Gallo Chicken Quesadillas'], 'Chicken Pot Pie']"	['similar', 'similar', 'similar', 'similar', 'similar', 'similar', 'prepared']	7	5	4	3	4	4	exactly	0,0,0,0,0,0,0	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['never', 'similar', 'similar', 'never', 'similar', 'never', 'prepared']	7	5	4	5	4	5	exactly	0,0,0,0,0,0,0	Meatball Nirvana	Janet's Rich Banana Bread	4	0	524,924609	36,967729	25,587404	18,749703	157,20184	22,552365	32,410088	29,481832	4	3	4	nutrients, ingredients, image, reviews, instructions, duration, title	this dish Meatball Nirvana (Pick the right meats. While you can make meatballs out of any ground meat, fattier meats like beef, lamb, and pork will yield more tender meatballs). Janet's Rich Banana Bread (Place a paper towel in the bottom of an airtight storage container OR in an airtight bag. Then place the cooled loaf on top of it).	good survey
86436	('Group1=', 1, ', Group2=', 3, ', Group3=', 2, 'ComparisonGroup=', 2)	2022-03-30 13:45:07.551346	2022-03-30 14:01:05.795182	958,243836	False	2	26-35	male	>5	none	High-ILS	[[[[[[['', 'Donut Muffins'], 'Brown Sugar Smokies'], 'Good Old Fashioned Pancakes'], 'Best Big, Fat, Chewy Chocolate Chip Cookie'], 'Peanut Butter Cup Cookies'], 'Best Chocolate Chip Cookies'], 'Banana Crumb Muffins']	['similar', 'similar', 'prepared', 'prepared', 'never', 'prepared', 'prepared']	6	4	5	4	5	4	more	0,0,0,0,0,0,0	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['never', 'prepared', 'never', 'never', 'similar', 'similar', 'prepared']	7	4	5	5	4	5	more	0,0,0,0,0,0,0	Mid-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Mushrooms with a Soy Sauce Glaze'], 'Meatball Nirvana'], 'Donut Muffins'], ""Janet's Rich Banana Bread""], 'Pico de Gallo Chicken Quesadillas'], 'Chicken Pot Pie']"	['never', 'similar', 'similar', 'similar', 'similar', 'similar', 'prepared']	7	4	5	4	5	5	more	0,0,0,0,0,0,0	Meatball Nirvana	Janet's Rich Banana Bread	4	0,1	78,761914	43,14189	176,511054	7,868655	558,557533	28,430853	15,404152	49,293435	4	5	1	nutrients	Step By Step Directions for Mixing & Handling. The recipe should have directions for how to prepare it.	
1517	('Group1=', 2, ', Group2=', 3, ', Group3=', 1, 'ComparisonGroup=', 2)	2022-03-30 14:44:33.721130	2022-03-30 15:01:13.934005	1000,212875	False	2	26-35	male	>5	none	Mid-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Mushrooms with a Soy Sauce Glaze'], 'Meatball Nirvana'], 'Donut Muffins'], ""Janet's Rich Banana Bread""], 'Pico de Gallo Chicken Quesadillas'], 'Chicken Pot Pie']"	['prepared', 'never', 'similar', 'prepared', 'similar', 'prepared', 'prepared']	7	5	5	5	5	5	more	0,0,0,0,0,0,0	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['prepared', 'prepared', 'similar', 'prepared', 'prepared', 'prepared', 'never']	4	5	5	5	5	5	more	0,0,0,0,0,0,0	High-ILS	[[[[[[['', 'Donut Muffins'], 'Brown Sugar Smokies'], 'Good Old Fashioned Pancakes'], 'Best Big, Fat, Chewy Chocolate Chip Cookie'], 'Peanut Butter Cup Cookies'], 'Best Chocolate Chip Cookies'], 'Banana Crumb Muffins']	['prepared', 'never', 'prepared', 'prepared', 'never', 'prepared', 'prepared']	4	5	5	5	5	5	more	0,0,0,0,0,0,0	Meatball Nirvana	Janet's Rich Banana Bread	2	2,2	90,590013	50,579863	152,831396	56,444183	499,66379	69,795594	56,540081	23,487495	5	5	2	ingredients, instructions, duration, cuisine	To begin with, the dishes are sweet or savory, the ingredients used in them (animal, vegetable, fruit, etc.), certain special or everyday occasions (Christmas turkey, chocolate at Easter, pancakes and toast for breakfast), and also by the way each dish is prepared.	
42207	('Group1=', 3, ', Group2=', 1, ', Group3=', 2, 'ComparisonGroup=', 2)	2022-03-30 13:56:13.163612	2022-03-30 14:14:38.301828	1105,138216	False	2	36-45	male	4--5	vegan	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['never', 'never', 'never', 'similar', 'prepared', 'never', 'prepared']	2	4	3	3	4	5	more	0,0,0,0,0,0,0	High-ILS	[[[[[[['', 'Donut Muffins'], 'Brown Sugar Smokies'], 'Good Old Fashioned Pancakes'], 'Best Big, Fat, Chewy Chocolate Chip Cookie'], 'Peanut Butter Cup Cookies'], 'Best Chocolate Chip Cookies'], 'Banana Crumb Muffins']	['similar', 'prepared', 'similar', 'prepared', 'never', 'similar', 'prepared']	7	3	4	3	4	4	exactly	0,0,0,0,0,0,0	Mid-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Mushrooms with a Soy Sauce Glaze'], 'Meatball Nirvana'], 'Donut Muffins'], ""Janet's Rich Banana Bread""], 'Pico de Gallo Chicken Quesadillas'], 'Chicken Pot Pie']"	['never', 'similar', 'similar', 'never', 'prepared', 'never', 'prepared']	7	3	4	3	3	4	exactly	0,0,0,0,0,0,0	Meatball Nirvana	Janet's Rich Banana Bread	2	0	211,727682	112,294694	160,835805	12,522878	454,990532	75,484754	19,085024	58,072802	3	4	3	image	The some recipes list are  same and I can see the recipes and I eat some recipes. So  I can easy that different recipes. 	none
19290	('Group1=', 1, ', Group2=', 2, ', Group3=', 3, 'ComparisonGroup=', 2)	2022-03-30 13:38:20.965855	2022-03-30 14:01:23.738670	1382,772815	False	2	26-35	female	2--3	none	High-ILS	[[[[[[['', 'Donut Muffins'], 'Brown Sugar Smokies'], 'Good Old Fashioned Pancakes'], 'Best Big, Fat, Chewy Chocolate Chip Cookie'], 'Peanut Butter Cup Cookies'], 'Best Chocolate Chip Cookies'], 'Banana Crumb Muffins']	['never', 'never', 'similar', 'similar', 'never', 'similar', 'similar']	6	4	2	4	4	4	more	1,1,0,2,0,3,0	Mid-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Mushrooms with a Soy Sauce Glaze'], 'Meatball Nirvana'], 'Donut Muffins'], ""Janet's Rich Banana Bread""], 'Pico de Gallo Chicken Quesadillas'], 'Chicken Pot Pie']"	['never', 'never', 'similar', 'never', 'never', 'similar', 'similar']	7	4	2	2	2	4	more	1,1,1,1,1,0,1	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['never', 'similar', 'similar', 'similar', 'never', 'never', 'never']	6	4	2	2	3	4	more	0,0,0,0,0,0,0	Meatball Nirvana	Janet's Rich Banana Bread	1	0	805,120145	92,055071	87,310448	88,692367	164,262637	100,975779	23,927725	20,218713	4	4	2	image, title, ingredients, instructions, reviews, duration, nutrients, cuisine	I analyze there were varieties between sweet and savory, dishes with and without meat.	NA
26342	('Group1=', 2, ', Group2=', 3, ', Group3=', 1, 'ComparisonGroup=', 2)	2022-03-30 13:38:16.934178	2022-03-30 14:15:22.779081	2225,844903	False	2	46-55	male	>5	none	Mid-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Mushrooms with a Soy Sauce Glaze'], 'Meatball Nirvana'], 'Donut Muffins'], ""Janet's Rich Banana Bread""], 'Pico de Gallo Chicken Quesadillas'], 'Chicken Pot Pie']"	['prepared', 'similar', 'never', 'never', 'prepared', 'never', 'prepared']	2	4	5	4	5	4	more	0,0,0,0,0,0,0	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['prepared', 'never', 'never', 'prepared', 'similar', 'never', 'prepared']	5	3	4	5	4	5	exactly	0,0,0,0,0,0,0	High-ILS	[[[[[[['', 'Donut Muffins'], 'Brown Sugar Smokies'], 'Good Old Fashioned Pancakes'], 'Best Big, Fat, Chewy Chocolate Chip Cookie'], 'Peanut Butter Cup Cookies'], 'Best Chocolate Chip Cookies'], 'Banana Crumb Muffins']	['prepared', 'never', 'prepared', 'never', 'prepared', 'similar', 'prepared']	6	4	5	4	5	5	more	0,0,0,0,0,0,0	Meatball Nirvana	Janet's Rich Banana Bread	4	2,1	351,618047	59,010979	512,805008	217,672005	548,740448	163,447423	45,778706	326,582836	4	5	4	nutrients	Based on taste, aroma, cooking time and temperature, Size of correct cooking equipment to use the recipes in a list are diverse.	Interesting
