id	group	start time	end time	duration	pressed back	attention check	age	gender	cooking enthusiast	restrictions	treatment1	order	familiarity	selection	diversity	variety	similarity	easiness	confidence	amount	poster clicks	decision time	logtime	Sum (div+var+sim)	inversed similarity	ILS
1517	('Group1=', 2, ', Group2=', 3, ', Group3=', 1, 'ComparisonGroup=', 2)	2022-03-30 14:44:33.721130	2022-03-30 15:01:13.934005	1000,212875	False	2	26-35	male	>5	none	High-ILS	[[[[[[['', 'Donut Muffins'], 'Brown Sugar Smokies'], 'Good Old Fashioned Pancakes'], 'Best Big, Fat, Chewy Chocolate Chip Cookie'], 'Peanut Butter Cup Cookies'], 'Best Chocolate Chip Cookies'], 'Banana Crumb Muffins']	['prepared', 'never', 'prepared', 'prepared', 'never', 'prepared', 'prepared']	4	5	5	5	5	5	more	0,0,0,0,0,0,0	152,831396	2,18421258	11	1	0.34
42207	('Group1=', 3, ', Group2=', 1, ', Group3=', 2, 'ComparisonGroup=', 2)	2022-03-30 13:56:13.163612	2022-03-30 14:14:38.301828	1105,138216	False	2	36-45	male	4--5	vegan	High-ILS	[[[[[[['', 'Donut Muffins'], 'Brown Sugar Smokies'], 'Good Old Fashioned Pancakes'], 'Best Big, Fat, Chewy Chocolate Chip Cookie'], 'Peanut Butter Cup Cookies'], 'Best Chocolate Chip Cookies'], 'Banana Crumb Muffins']	['similar', 'prepared', 'similar', 'prepared', 'never', 'similar', 'prepared']	7	3	4	3	4	4	exactly	0,0,0,0,0,0,0	112,294694	2,050359236	10	3	0.34
91345	('Group1=', 3, ', Group2=', 1, ', Group3=', 2, 'ComparisonGroup=', 4)	2022-03-30 15:45:52.794348	2022-03-30 16:04:48.632508	1135,83816	False	2	26-35	male	>5	none	High-ILS	[[[[[[['', 'Donut Muffins'], 'Brown Sugar Smokies'], 'Good Old Fashioned Pancakes'], 'Best Big, Fat, Chewy Chocolate Chip Cookie'], 'Peanut Butter Cup Cookies'], 'Best Chocolate Chip Cookies'], 'Banana Crumb Muffins']	['never', 'never', 'similar', 'similar', 'never', 'never', 'similar']	3	4	3	5	3	4	more	2,0,0,0,0,0,0	109,312783	2,038670951	8	1	0.34
18117	('Group1=', 3, ', Group2=', 1, ', Group3=', 2, 'ComparisonGroup=', 4)	2022-03-30 13:24:25.227708	2022-03-30 13:43:40.694131	1155,466423	False	2	26-35	male	<1	vegetarian	High-ILS	[[[[[[['', 'Donut Muffins'], 'Brown Sugar Smokies'], 'Good Old Fashioned Pancakes'], 'Best Big, Fat, Chewy Chocolate Chip Cookie'], 'Peanut Butter Cup Cookies'], 'Best Chocolate Chip Cookies'], 'Banana Crumb Muffins']	['never', 'never', 'never', 'similar', 'similar', 'similar', 'never']	1	2	2	4	2	2	exactly	0,0,0,0,0,0,0	65,064066	1,8133412	6	2	0.34
16155	('Group1=', 2, ', Group2=', 3, ', Group3=', 1, 'ComparisonGroup=', 1)	2022-03-30 14:41:44.742079	2022-03-30 15:01:15.247218	1170,505139	False	2	46-55	male	2--3	vegan	High-ILS	[[[[[[['', 'Donut Muffins'], 'Brown Sugar Smokies'], 'Good Old Fashioned Pancakes'], 'Best Big, Fat, Chewy Chocolate Chip Cookie'], 'Peanut Butter Cup Cookies'], 'Best Chocolate Chip Cookies'], 'Banana Crumb Muffins']	['similar', 'similar', 'similar', 'never', 'similar', 'similar', 'similar']	5	4	4	3	4	4	exactly	0,0,0,0,0,0,0	44,644263	1,649765658	11	3	0.34
10533	('Group1=', 1, ', Group2=', 2, ', Group3=', 3, 'ComparisonGroup=', 4)	2022-03-30 13:33:48.722734	2022-03-30 13:53:22.278689	1173,555955	True	2	26-35	female	>5	none	High-ILS	[[[[[[['', 'Donut Muffins'], 'Brown Sugar Smokies'], 'Good Old Fashioned Pancakes'], 'Best Big, Fat, Chewy Chocolate Chip Cookie'], 'Peanut Butter Cup Cookies'], 'Best Chocolate Chip Cookies'], 'Banana Crumb Muffins']	['prepared', 'similar', 'never', 'never', 'prepared', 'never', 'similar']	6	4	5	4	4	5	more	0,0,0,0,0,1,0	137,465203	2,138192778	11	2	0.34
57812	('Group1=', 2, ', Group2=', 1, ', Group3=', 3, 'ComparisonGroup=', 1)	2022-03-30 13:24:25.802413	2022-03-30 13:44:27.602392	1201,799979	False	2	36-45	male	4--5	none	High-ILS	[[[[[[['', 'Donut Muffins'], 'Brown Sugar Smokies'], 'Good Old Fashioned Pancakes'], 'Best Big, Fat, Chewy Chocolate Chip Cookie'], 'Peanut Butter Cup Cookies'], 'Best Chocolate Chip Cookies'], 'Banana Crumb Muffins']	['never', 'similar', 'similar', 'prepared', 'similar', 'prepared', 'never']	4	3	4	4	5	4	exactly	0,0,0,0,0,0,0	72,191441	1,858485711	9	2	0.34
58329	('Group1=', 3, ', Group2=', 1, ', Group3=', 2, 'ComparisonGroup=', 1)	2022-03-30 15:58:12.073609	2022-03-30 16:18:32.592131	1220,518522	False	2	19-25	female	>5	vegetarian	High-ILS	[[[[[[['', 'Donut Muffins'], 'Brown Sugar Smokies'], 'Good Old Fashioned Pancakes'], 'Best Big, Fat, Chewy Chocolate Chip Cookie'], 'Peanut Butter Cup Cookies'], 'Best Chocolate Chip Cookies'], 'Banana Crumb Muffins']	['prepared', 'never', 'never', 'prepared', 'prepared', 'prepared', 'similar']	7	4	5	5	4	5	exactly	0,0,0,0,0,0,0	170,36245	2,231373877	10	1	0.34
16523	('Group1=', 1, ', Group2=', 2, ', Group3=', 3, 'ComparisonGroup=', 3)	2022-03-30 13:29:58.423167	2022-03-30 13:51:01.913218	1263,490051	False	2	36-45	male	2--3	lactose	High-ILS	[[[[[[['', 'Donut Muffins'], 'Brown Sugar Smokies'], 'Good Old Fashioned Pancakes'], 'Best Big, Fat, Chewy Chocolate Chip Cookie'], 'Peanut Butter Cup Cookies'], 'Best Chocolate Chip Cookies'], 'Banana Crumb Muffins']	['never', 'never', 'prepared', 'similar', 'prepared', 'similar', 'similar']	3	4	5	5	4	3	exactly	0,0,0,0,0,0,0	186,692108	2,271125959	10	1	0.34
84563	('Group1=', 3, ', Group2=', 1, ', Group3=', 2, 'ComparisonGroup=', 3)	2022-03-30 13:33:23.368459	2022-03-30 13:54:50.895770	1287,527311	False	2	36-45	male	4--5	none	High-ILS	[[[[[[['', 'Donut Muffins'], 'Brown Sugar Smokies'], 'Good Old Fashioned Pancakes'], 'Best Big, Fat, Chewy Chocolate Chip Cookie'], 'Peanut Butter Cup Cookies'], 'Best Chocolate Chip Cookies'], 'Banana Crumb Muffins']	['never', 'never', 'prepared', 'prepared', 'never', 'prepared', 'never']	4	2	2	4	4	5	more	0,0,0,0,0,1,0	51,609003	1,712725469	6	2	0.34
48855	('Group1=', 2, ', Group2=', 1, ', Group3=', 3, 'ComparisonGroup=', 3)	2022-03-30 13:23:04.210647	2022-03-30 13:44:50.317930	1306,107283	False	2	26-35	female	4--5	none	High-ILS	[[[[[[['', 'Donut Muffins'], 'Brown Sugar Smokies'], 'Good Old Fashioned Pancakes'], 'Best Big, Fat, Chewy Chocolate Chip Cookie'], 'Peanut Butter Cup Cookies'], 'Best Chocolate Chip Cookies'], 'Banana Crumb Muffins']	['never', 'prepared', 'prepared', 'prepared', 'prepared', 'prepared', 'prepared']	1	2	2	5	4	4	exactly	0,0,0,0,0,0,0	32,931316	1,517609086	5	1	0.34
19290	('Group1=', 1, ', Group2=', 2, ', Group3=', 3, 'ComparisonGroup=', 2)	2022-03-30 13:38:20.965855	2022-03-30 14:01:23.738670	1382,772815	False	2	26-35	female	2--3	none	High-ILS	[[[[[[['', 'Donut Muffins'], 'Brown Sugar Smokies'], 'Good Old Fashioned Pancakes'], 'Best Big, Fat, Chewy Chocolate Chip Cookie'], 'Peanut Butter Cup Cookies'], 'Best Chocolate Chip Cookies'], 'Banana Crumb Muffins']	['never', 'never', 'similar', 'similar', 'never', 'similar', 'similar']	6	4	2	4	4	4	more	1,1,0,2,0,3,0	805,120145	2,905860693	8	2	0.34
22126	('Group1=', 1, ', Group2=', 2, ', Group3=', 3, 'ComparisonGroup=', 1)	2022-03-30 13:27:04.056285	2022-03-30 13:54:11.257783	1627,201498	False	2	26-35	male	4--5	vegetarian	High-ILS	[[[[[[['', 'Donut Muffins'], 'Brown Sugar Smokies'], 'Good Old Fashioned Pancakes'], 'Best Big, Fat, Chewy Chocolate Chip Cookie'], 'Peanut Butter Cup Cookies'], 'Best Chocolate Chip Cookies'], 'Banana Crumb Muffins']	['never', 'never', 'prepared', 'prepared', 'similar', 'similar', 'prepared']	3	4	4	4	4	4	exactly	0,0,0,0,0,0,0	137,061307	2,136914869	10	2	0.34
31114	('Group1=', 1, ', Group2=', 2, ', Group3=', 3, 'ComparisonGroup=', 3)	2022-03-30 13:23:21.571761	2022-03-30 13:50:47.080536	1645,508775	False	2	19-25	male	>5	vegetarian	High-ILS	[[[[[[['', 'Donut Muffins'], 'Brown Sugar Smokies'], 'Good Old Fashioned Pancakes'], 'Best Big, Fat, Chewy Chocolate Chip Cookie'], 'Peanut Butter Cup Cookies'], 'Best Chocolate Chip Cookies'], 'Banana Crumb Muffins']	['never', 'prepared', 'similar', 'similar', 'similar', 'similar', 'never']	3	4	5	3	4	5	exactly	0,0,0,0,0,0,0	675,352222	2,829530333	12	3	0.34
31024	('Group1=', 2, ', Group2=', 1, ', Group3=', 3, 'ComparisonGroup=', 4)	2022-03-30 13:34:30.649612	2022-03-30 14:04:27.491321	1796,841709	False	2	46-55	male	4--5	gluten	High-ILS	[[[[[[['', 'Donut Muffins'], 'Brown Sugar Smokies'], 'Good Old Fashioned Pancakes'], 'Best Big, Fat, Chewy Chocolate Chip Cookie'], 'Peanut Butter Cup Cookies'], 'Best Chocolate Chip Cookies'], 'Banana Crumb Muffins']	['similar', 'never', 'never', 'never', 'never', 'never', 'similar']	7	4	3	4	4	4	more	0,0,0,0,0,0,0	116,21626	2,065266895	9	2	0.34
89661	('Group1=', 1, ', Group2=', 3, ', Group3=', 2, 'ComparisonGroup=', 1)	2022-03-30 13:41:54.376028	2022-03-30 14:16:43.291291	2088,915263	False	2	46-55	male	1	none	High-ILS	[[[[[[['', 'Donut Muffins'], 'Brown Sugar Smokies'], 'Good Old Fashioned Pancakes'], 'Best Big, Fat, Chewy Chocolate Chip Cookie'], 'Peanut Butter Cup Cookies'], 'Best Chocolate Chip Cookies'], 'Banana Crumb Muffins']	['prepared', 'never', 'prepared', 'prepared', 'prepared', 'prepared', 'prepared']	1	4	4	4	5	4	more	1,0,0,0,0,0,0	33,331972	1,522861008	10	2	0.34
26342	('Group1=', 2, ', Group2=', 3, ', Group3=', 1, 'ComparisonGroup=', 2)	2022-03-30 13:38:16.934178	2022-03-30 14:15:22.779081	2225,844903	False	2	46-55	male	>5	none	High-ILS	[[[[[[['', 'Donut Muffins'], 'Brown Sugar Smokies'], 'Good Old Fashioned Pancakes'], 'Best Big, Fat, Chewy Chocolate Chip Cookie'], 'Peanut Butter Cup Cookies'], 'Best Chocolate Chip Cookies'], 'Banana Crumb Muffins']	['prepared', 'never', 'prepared', 'never', 'prepared', 'similar', 'prepared']	6	4	5	4	5	5	more	0,0,0,0,0,0,0	512,805008	2,709952258	11	2	0.34
4072	('Group1=', 3, ', Group2=', 2, ', Group3=', 1, 'ComparisonGroup=', 1)	2022-03-30 14:26:52.371148	2022-03-30 14:29:33.711893	161,340745	False	2	26-35	female	4--5	vegan	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['similar', 'never', 'similar', 'similar', 'similar', 'never', 'similar']	5	3	4	4	4	4	exactly	0,0,0,0,0,0,0	22,066302	1,343729558	9	2	0.12
6704	('Group1=', 3, ', Group2=', 1, ', Group3=', 2, 'ComparisonGroup=', 4)	2022-03-30 13:44:09.859215	2022-03-30 13:47:23.810125	193,95091	False	2	26-35	female	4--5	vegetarian	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['never', 'similar', 'similar', 'never', 'never', 'never', 'never']	4	4	4	3	4	4	exactly	0,0,0,0,0,0,0	35,412201	1,549152921	11	3	0.12
72143	('Group1=', 2, ', Group2=', 3, ', Group3=', 1, 'ComparisonGroup=', 1)	2022-03-30 13:52:31.194086	2022-03-30 13:55:47.032085	195,837999	False	2	36-45	female	4--5	none	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['similar', 'never', 'prepared', 'prepared', 'similar', 'similar', 'prepared']	7	5	5	1	3	4	more	0,0,0,0,0,0,0	33,070483	1,519440538	15	5	0.12
77986	('Group1=', 1, ', Group2=', 3, ', Group3=', 2, 'ComparisonGroup=', 4)	2022-03-30 14:30:46.059844	2022-03-30 14:34:29.611473	223,551629	False	2	46-55	female	4--5	vegan	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['similar', 'similar', 'prepared', 'similar', 'similar', 'similar', 'prepared']	6	3	4	5	4	4	more	0,0,0,0,0,0,0	18,259875	1,2614978	8	1	0.12
95535	('Group1=', 1, ', Group2=', 2, ', Group3=', 3, 'ComparisonGroup=', 2)	2022-03-30 14:44:22.425153	2022-03-30 14:48:18.574581	236,149428	False	2	26-35	female	>5	none	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['similar', 'similar', 'similar', 'prepared', 'prepared', 'similar', 'similar']	5	4	4	3	3	3	exactly	0,0,0,0,0,0,0	23,388318	1,36899899	11	3	0.12
95535	('Group1=', 1, ', Group2=', 2, ', Group3=', 3, 'ComparisonGroup=', 2)	2022-03-30 14:44:22.425153	2022-03-30 14:48:21.311586	238,886433	False	2	26-35	female	>5	none	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['similar', 'similar', 'similar', 'prepared', 'prepared', 'similar', 'similar']	5	4	4	3	3	3	exactly	0,0,0,0,0,0,0	23,388318	1,36899899	11	3	0.12
91566	('Group1=', 2, ', Group2=', 1, ', Group3=', 3, 'ComparisonGroup=', 1)	2022-03-30 15:06:27.661979	2022-03-30 15:10:33.869392	246,207413	False	2	46-55	female	1	religious	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['never', 'never', 'never', 'prepared', 'prepared', 'never', 'never']	5	4	4	4	4	4	exactly	0,0,0,0,0,0,0	30,38988	1,482728985	10	2	0.12
87957	('Group1=', 1, ', Group2=', 2, ', Group3=', 3, 'ComparisonGroup=', 2)	2022-03-30 14:34:11.881604	2022-03-30 14:38:36.698377	264,816773	False	2	36-45	male	>5	none	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['prepared', 'never', 'similar', 'never', 'similar', 'similar', 'similar']	5	5	5	2	2	4	more	0,0,0,0,0,0,0	36,834449	1,566254178	14	4	0.12
71447	('Group1=', 3, ', Group2=', 1, ', Group3=', 2, 'ComparisonGroup=', 3)	2022-03-30 13:54:06.245071	2022-03-30 13:58:45.456024	279,210953	False	2	36-45	female	2--3	none	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['similar', 'never', 'similar', 'prepared', 'prepared', 'never', 'never']	4	4	3	4	4	4	more	0,0,0,0,0,0,0	27,238886	1,435189342	9	2	0.12
3254	('Group1=', 1, ', Group2=', 2, ', Group3=', 3, 'ComparisonGroup=', 3)	2022-03-30 14:14:36.695070	2022-03-30 14:19:16.230039	279,534969	False	2	26-35	female	4--5	vegetarian	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['never', 'never', 'similar', 'never', 'similar', 'never', 'similar']	5	4	5	4	5	4	more	0,0,0,0,0,0,0	24,098421	1,381988587	11	2	0.12
40578	('Group1=', 3, ', Group2=', 2, ', Group3=', 1, 'ComparisonGroup=', 3)	2022-03-30 13:35:23.612869	2022-03-30 13:40:06.388584	282,775715	False	2	46-55	male	4--5	none	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['never', 'similar', 'similar', 'similar', 'similar', 'similar', 'similar']	2	4	4	3	3	4	more	0,0,0,0,0,0,0	63,148521	1,800363183	11	3	0.12
25861	('Group1=', 3, ', Group2=', 2, ', Group3=', 1, 'ComparisonGroup=', 4)	2022-03-30 13:27:07.961750	2022-03-30 13:32:12.788574	304,826824	False	2	26-35	male	2--3	none	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['never', 'never', 'never', 'never', 'never', 'similar', 'never']	6	4	5	1	3	4	more	0,0,0,0,0,0,0	46,347986	1,666030867	14	5	0.12
80649	('Group1=', 3, ', Group2=', 1, ', Group3=', 2, 'ComparisonGroup=', 4)	2022-03-30 14:41:50.149278	2022-03-30 14:47:08.852870	318,703592	False	2	26-35	male	2--3	none	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['similar', 'prepared', 'never', 'prepared', 'similar', 'prepared', 'never']	3	5	5	2	2	4	more	0,0,0,0,0,0,0	61,175571	1,786578032	14	4	0.12
51446	('Group1=', 1, ', Group2=', 3, ', Group3=', 2, 'ComparisonGroup=', 1)	2022-03-30 13:23:33.028834	2022-03-30 13:29:06.204397	333,175563	False	2	36-45	male	2--3	none	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['prepared', 'similar', 'similar', 'prepared', 'similar', 'prepared', 'never']	6	4	4	2	4	5	more	0,0,0,0,0,0,0	59,309857	1,773126877	12	4	0.12
68034	('Group1=', 1, ', Group2=', 3, ', Group3=', 2, 'ComparisonGroup=', 4)	2022-03-30 15:29:30.498587	2022-03-30 15:35:07.605422	337,106835	False	2	26-35	female	2--3	none	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['similar', 'never', 'never', 'similar', 'prepared', 'similar', 'prepared']	5	5	5	1	1	5	more	0,0,0,0,0,0,0	46,231636	1,664939262	15	5	0.12
2820	('Group1=', 3, ', Group2=', 2, ', Group3=', 1, 'ComparisonGroup=', 3)	2022-03-30 14:55:17.753252	2022-03-30 15:00:58.485323	340,732071	False	2	26-35	male	2--3	vegetarian	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['similar', 'never', 'prepared', 'similar', 'prepared', 'never', 'never']	5	2	3	3	4	4	exactly	0,0,0,0,0,0,0	38,14792	1,581470863	8	3	0.12
71302	('Group1=', 1, ', Group2=', 2, ', Group3=', 3, 'ComparisonGroup=', 2)	2022-03-30 14:02:44.581144	2022-03-30 14:08:29.240799	344,659655	False	2	26-35	male	4--5	vegetarian	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['similar', 'never', 'never', 'similar', 'similar', 'prepared', 'similar']	4	4	4	2	4	4	exactly	0,0,0,0,0,0,0	42,797587	1,631419283	12	4	0.12
60844	('Group1=', 3, ', Group2=', 2, ', Group3=', 1, 'ComparisonGroup=', 2)	2022-03-30 15:09:59.668033	2022-03-30 15:15:49.311220	349,643187	False	2	36-45	female	2--3	vegetarian	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['never', 'prepared', 'never', 'prepared', 'prepared', 'similar', 'similar']	4	5	3	4	5	3	exactly	0,0,0,0,0,0,0	36,746088	1,565211111	10	2	0.12
97818	('Group1=', 3, ', Group2=', 2, ', Group3=', 1, 'ComparisonGroup=', 3)	2022-03-30 13:46:13.965696	2022-03-30 13:52:05.779521	351,813825	False	2	36-45	male	>5	none	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['similar', 'similar', 'prepared', 'never', 'similar', 'prepared', 'similar']	6	3	2	2	4	4	more	1,0,0,0,0,0,0	77,535542	1,889500827	9	4	0.12
26118	('Group1=', 1, ', Group2=', 2, ', Group3=', 3, 'ComparisonGroup=', 4)	2022-03-30 13:32:10.429654	2022-03-30 13:38:10.305157	359,875503	False	2	46-55	male	4--5	none	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['similar', 'similar', 'prepared', 'similar', 'similar', 'prepared', 'similar']	5	4	4	2	4	4	more	0,0,0,0,0,0,0	37,029842	1,568551859	12	4	0.12
70891	('Group1=', 3, ', Group2=', 1, ', Group3=', 2, 'ComparisonGroup=', 1)	2022-03-30 14:30:43.783389	2022-03-30 14:37:23.791912	400,008523	False	2	36-45	male	4--5	none	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['prepared', 'similar', 'never', 'never', 'similar', 'similar', 'similar']	6	5	5	2	3	4	more	0,0,0,0,0,0,0	87,253118	1,940780955	14	4	0.12
70152	('Group1=', 3, ', Group2=', 2, ', Group3=', 1, 'ComparisonGroup=', 1)	2022-03-30 15:33:32.054306	2022-03-30 15:40:24.712941	412,658635	False	2	36-45	male	1	gluten	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['similar', 'similar', 'never', 'similar', 'prepared', 'never', 'prepared']	7	4	4	4	4	3	exactly	0,0,0,0,0,0,0	23,658035	1,37397867	10	2	0.12
19981	('Group1=', 1, ', Group2=', 3, ', Group3=', 2, 'ComparisonGroup=', 3)	2022-03-30 13:42:00.138284	2022-03-30 13:49:18.785581	438,647297	False	2	56-65	female	4--5	none	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['never', 'similar', 'similar', 'never', 'similar', 'similar', 'similar']	7	4	5	3	2	4	more	0,0,0,0,1,1,1	84,988142	1,929358335	12	3	0.12
90159	('Group1=', 1, ', Group2=', 3, ', Group3=', 2, 'ComparisonGroup=', 3)	2022-03-30 13:23:45.252538	2022-03-30 13:31:24.407242	459,154704	False	2	46-55	male	4--5	none	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['similar', 'similar', 'never', 'never', 'similar', 'similar', 'never']	6	4	4	2	4	4	more	0,0,0,0,0,0,0	47,401068	1,675788127	12	4	0.12
30979	('Group1=', 1, ', Group2=', 3, ', Group3=', 2, 'ComparisonGroup=', 1)	2022-03-30 15:00:53.499025	2022-03-30 15:08:59.974355	486,47533	False	2	19-25	male	>5	none	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['similar', 'never', 'never', 'similar', 'similar', 'never', 'never']	2	4	4	2	2	4	more	0,3,1,1,1,0,0	71,127559	1,852037905	12	4	0.12
