id	group	start time	end time	duration	pressed back	attention check	age	gender	cooking enthusiast	restrictions	treatment1	order1	familiarity1	selection1	diversity1	variety1	similarity1	easiness1	confidence1	amount1	poster clicks1	treatment2	order2	familiarity2	selection2	diversity2	variety2	similarity2	easiness2	confidence2	amount2	poster clicks2	treatment3	order3	familiarity3	selection3	diversity3	variety3	similarity3	easiness3	confidence3	amount3	poster clicks3	comparison 1	comparison 2	comparison similarity	poster clicks comparison	decision time1	decision time2	decision time3	decision time comparison	decision time freetext	decision time ranking	decision time landing page questions	decision time demographics	discovery	interests	distraction	ranking	freetext	feedback
72014	('Group1=', 2, ', Group2=', 1, ', Group3=', 3, 'ComparisonGroup=', 2)	2022-03-03 14:36:10.689659	2022-03-03 14:43:09.658294	418,968635	False	2	36-45	male	4--5	other	Collection	[[[[[[['', 'Chocolate Chocolate Chip Muffins'], 'Double Chocolate Cherry Muffins'], 'Chocolate Chocolate Chip Nut Muffins'], 'Chocolate Raisin Oatmeal Muffins'], 'Moist Chocolate Muffins'], 'Healthy Chocolate Morning Muffins'], 'Chocolate Protein Muffins']	['never', 'never', 'never', 'never', 'never', 'never', 'never']	1	2	1	4	3	1	more	2,1,1,0,1,0,0	Homogenous (shuffled)	"[[[[[[['', 'Chicken Penne with Asparagus'], 'Black Bean, Sausage, and Sweet Potato Soup'], 'BBQ Chicken Wings'], 'Easy Sweet Chili'], ""Aunt Ro's Baked Beans""], 'Lentil Stew'], 'Tandoori Chicken']"	['similar', 'never', 'never', 'similar', 'never', 'never', 'similar']	7	4	3	2	3	1	none	1,0,0,0,0,0,1	Recommendation-based (mid-ILS shuffled)	[[[[[[['', 'Fluffy Pancakes'], 'Cranberry Pistachio Biscotti'], 'Delicious Ham and Potato Soup'], 'Award Winning Soft Chocolate Chip Cookies'], 'Banana Crumb Muffins'], 'Broiled Tilapia Parmesan'], 'Orzo with Parmesan and Basil']	['never', 'never', 'never', 'similar', 'never', 'never', 'never']	4	5	4	2	4	4	exactly	0,0,0,2,0,0,0	Fluffy Pancakes	Cranberry Pistachio Biscotti	1	0	101,370741	65,278087	48,083354	8,474254	68,72318	79,216818	19,853671	27,867666	2	1	3	cuisine, ingredients, image, title, nutrients, duration, instructions	"I would consider them ""diverse"" if there were options in multiple separate categories, such as baked dessert versus chili versus grilled meat entree."	
7618	('Group1=', 1, ', Group2=', 2, ', Group3=', 3, 'ComparisonGroup=', 2)	2022-02-26 23:53:50.654871	2022-02-27 00:00:54.870111	424,21524	False	2	26-35	male	>5	none	Homogenous (shuffled)	"[[[[[[['', 'Chicken Penne with Asparagus'], 'Black Bean, Sausage, and Sweet Potato Soup'], 'BBQ Chicken Wings'], 'Easy Sweet Chili'], ""Aunt Ro's Baked Beans""], 'Lentil Stew'], 'Tandoori Chicken']"	['never', 'never', 'prepared', 'similar', 'similar', 'similar', 'similar']	3	4	4	2	4	5	more	0,0,0,0,0,0,0	Collection	[[[[[[['', 'Chocolate Chocolate Chip Muffins'], 'Double Chocolate Cherry Muffins'], 'Chocolate Chocolate Chip Nut Muffins'], 'Chocolate Raisin Oatmeal Muffins'], 'Moist Chocolate Muffins'], 'Healthy Chocolate Morning Muffins'], 'Chocolate Protein Muffins']	['prepared', 'similar', 'prepared', 'similar', 'similar', 'similar', 'similar']	1	1	1	5	5	5	more	0,0,0,0,0,0,0	Recommendation-based (mid-ILS shuffled)	[[[[[[['', 'Fluffy Pancakes'], 'Cranberry Pistachio Biscotti'], 'Delicious Ham and Potato Soup'], 'Award Winning Soft Chocolate Chip Cookies'], 'Banana Crumb Muffins'], 'Broiled Tilapia Parmesan'], 'Orzo with Parmesan and Basil']	['prepared', 'never', 'never', 'prepared', 'similar', 'similar', 'never']	1	5	5	1	5	5	more	0,0,0,0,0,0,0	Fluffy Pancakes	Cranberry Pistachio Biscotti	1	3,2	80,180387	66,934933	56,610178	25,634579	117,000984	52,074361	14,880087	10,754592	5	5	1	ingredients, cuisine, nutrients, image	A recipe list is diverse to me if the food in the meat utilizes different kinds of meat  e.g. pork, chicken, beef, fish, etc. Also, if certain entries in a list are different flavors, e.g. Chocolate, vanilla, etc. I would consider a list diverse if there are also vegetarian options as well as meat options.	
6303	('Group1=', 5, ', Group2=', 9, ', Group3=', 7, 'ComparisonGroup=', 4)	2022-03-01 14:58:09.228084	2022-03-01 15:05:16.634181	427,406097	False	2	36-45	male	>5	none	Homogenous (minimize similarity of neighbors)	"[[[[[[['', 'Lentil Stew'], 'Tandoori Chicken'], 'Black Bean, Sausage, and Sweet Potato Soup'], 'BBQ Chicken Wings'], 'Easy Sweet Chili'], ""Aunt Ro's Baked Beans""], 'Chicken Penne with Asparagus']"	['never', 'similar', 'never', 'prepared', 'similar', 'similar', 'similar']	7	4	4	2	4	4	more	0,0,0,0,0,0,0	Recommendation-based (low-ILS)	"[[[[[[['', ""Jay's Signature Pizza Crust""], 'Broiled Tilapia Parmesan'], 'Delicious Ham and Potato Soup'], 'Baked Teriyaki Chicken'], 'Award Winning Soft Chocolate Chip Cookies'], 'Slow Cooker Mashed Potatoes'], 'Mexican Rice']"	['similar', 'similar', 'never', 'similar', 'similar', 'similar', 'prepared']	4	4	4	2	2	4	more	0,0,0,0,0,0,0	Recommendation-based (mid-ILS minimize similarity of neighbors)	[[[[[[['', 'Fluffy Pancakes'], 'Broiled Tilapia Parmesan'], 'Orzo with Parmesan and Basil'], 'Award Winning Soft Chocolate Chip Cookies'], 'Delicious Ham and Potato Soup'], 'Banana Crumb Muffins'], 'Cranberry Pistachio Biscotti']	['prepared', 'similar', 'never', 'similar', 'never', 'never', 'never']	5	3	3	4	4	4	more	0,0,0,0,0,0,0	Banana Crumb Muffins	Broiled Tilapia Parmesan	1	0	95,464625	55,964166	58,429338	10,835067	115,119662	50,00017	16,180379	25,256666	4	4	2	ingredients, cuisine, image	I think of what part of the meal they would be classified as, such as entree, side dish, or desert.   I also take the ingredients into account, like meat, vegetables, baked goods, etc.  Finally, I give a bit of thought to overall flavor profile.  Is is a specific type of cuisine like Indian or Italian?	None, thanks.
86237	('Group1=', 1, ', Group2=', 6, ', Group3=', 9, 'ComparisonGroup=', 3)	2022-03-03 15:16:02.510413	2022-03-03 15:23:16.558264	434,047851	False	2	26-35	female	>5	none	Homogenous (shuffled)	"[[[[[[['', 'Chicken Penne with Asparagus'], 'Black Bean, Sausage, and Sweet Potato Soup'], 'BBQ Chicken Wings'], 'Easy Sweet Chili'], ""Aunt Ro's Baked Beans""], 'Lentil Stew'], 'Tandoori Chicken']"	['never', 'prepared', 'similar', 'never', 'never', 'prepared', 'similar']	3	4	5	4	5	4	more	0,0,1,0,0,0,0	Recommendation-based (mid-ILS maximize similarity of neighbors)	[[[[[[['', 'Fluffy Pancakes'], 'Banana Crumb Muffins'], 'Award Winning Soft Chocolate Chip Cookies'], 'Cranberry Pistachio Biscotti'], 'Delicious Ham and Potato Soup'], 'Orzo with Parmesan and Basil'], 'Broiled Tilapia Parmesan']	['prepared', 'prepared', 'never', 'never', 'never', 'never', 'never']	1	5	5	2	5	4	more	0,0,0,0,0,0,0	Recommendation-based (low-ILS)	"[[[[[[['', ""Jay's Signature Pizza Crust""], 'Broiled Tilapia Parmesan'], 'Delicious Ham and Potato Soup'], 'Baked Teriyaki Chicken'], 'Award Winning Soft Chocolate Chip Cookies'], 'Slow Cooker Mashed Potatoes'], 'Mexican Rice']"	['never', 'never', 'never', 'prepared', 'similar', 'prepared', 'never']	4	4	5	2	3	4	more	0,0,0,0,0,0,0	Award Winning Soft Chocolate Chip Cookies	Orzo with Parmesan and Basil	1	0	160,98153	38,155621	66,17747	17,701361	62,181495	49,564202	18,490326	20,425772	4	4	2	ingredients, nutrients, cuisine, duration, image, reviews, title, instructions	To determine whether or not the recipes in a list are diverse i considered the food groups they belong to	fun study
69048	('Group1=', 3, ', Group2=', 1, ', Group3=', 2, 'ComparisonGroup=', 1)	2022-03-01 14:56:28.688214	2022-03-01 15:03:42.879370	434,191156	False	2	46-55	male	>5	none	Recommendation-based (mid-ILS shuffled)	[[[[[[['', 'Fluffy Pancakes'], 'Cranberry Pistachio Biscotti'], 'Delicious Ham and Potato Soup'], 'Award Winning Soft Chocolate Chip Cookies'], 'Banana Crumb Muffins'], 'Broiled Tilapia Parmesan'], 'Orzo with Parmesan and Basil']	['never', 'similar', 'similar', 'never', 'never', 'similar', 'prepared']	4	4	5	4	4	5	more	0,0,0,0,0,0,0	Homogenous (shuffled)	"[[[[[[['', 'Chicken Penne with Asparagus'], 'Black Bean, Sausage, and Sweet Potato Soup'], 'BBQ Chicken Wings'], 'Easy Sweet Chili'], ""Aunt Ro's Baked Beans""], 'Lentil Stew'], 'Tandoori Chicken']"	['never', 'prepared', 'prepared', 'prepared', 'similar', 'never', 'prepared']	1	4	5	4	5	5	exactly	0,0,0,0,0,0,0	Collection	[[[[[[['', 'Chocolate Chocolate Chip Muffins'], 'Double Chocolate Cherry Muffins'], 'Chocolate Chocolate Chip Nut Muffins'], 'Chocolate Raisin Oatmeal Muffins'], 'Moist Chocolate Muffins'], 'Healthy Chocolate Morning Muffins'], 'Chocolate Protein Muffins']	['prepared', 'prepared', 'similar', 'never', 'never', 'never', 'similar']	4	4	5	4	5	4	more	0,0,0,0,0,0,0	Delicious Ham and Potato Soup	Broiled Tilapia Parmesan	5	0	58,431127	35,422593	41,238796	10,38453	171,814552	72,640635	19,036549	24,825047	5	4	4	image	very proud of this text.so very clearly informations for this text.	good task
70778	('Group1=', 6, ', Group2=', 2, ', Group3=', 4, 'ComparisonGroup=', 1)	2022-03-03 14:51:27.182093	2022-03-03 14:58:43.289673	436,10758	False	2	26-35	male	4--5	none	Recommendation-based (mid-ILS maximize similarity of neighbors)	[[[[[[['', 'Fluffy Pancakes'], 'Banana Crumb Muffins'], 'Award Winning Soft Chocolate Chip Cookies'], 'Cranberry Pistachio Biscotti'], 'Delicious Ham and Potato Soup'], 'Orzo with Parmesan and Basil'], 'Broiled Tilapia Parmesan']	['prepared', 'similar', 'prepared', 'never', 'never', 'never', 'never']	5	5	4	2	4	4	more	4,2,2,0,1,0,0	Collection	[[[[[[['', 'Chocolate Chocolate Chip Muffins'], 'Double Chocolate Cherry Muffins'], 'Chocolate Chocolate Chip Nut Muffins'], 'Chocolate Raisin Oatmeal Muffins'], 'Moist Chocolate Muffins'], 'Healthy Chocolate Morning Muffins'], 'Chocolate Protein Muffins']	['similar', 'never', 'never', 'never', 'similar', 'never', 'never']	4	2	2	5	1	2	more	2,0,0,2,0,0,0	Homogenous (maximize similarity of neighbors)	"[[[[[[['', 'Lentil Stew'], 'Black Bean, Sausage, and Sweet Potato Soup'], 'Easy Sweet Chili'], ""Aunt Ro's Baked Beans""], 'Chicken Penne with Asparagus'], 'BBQ Chicken Wings'], 'Tandoori Chicken']"	['never', 'never', 'similar', 'similar', 'similar', 'prepared', 'never']	7	4	4	3	2	4	more	0,0,0,0,0,0,0	Delicious Ham and Potato Soup	Broiled Tilapia Parmesan	2	0	114,891614	56,672643	43,143034	10,287735	144,181451	41,278225	15,857717	9,67309	5	5	1	ingredients, instructions, duration, cuisine, nutrients, image, reviews, title	I feel that recipes are diverse when they use different ingredients or if there are different methods used during the preparation or baking process. For example, chocolate muffins and cakes are similar in that they are pastries and while they use very similar ingredients, the outcome is totally different from each other. 	
72530	('Group1=', 6, ', Group2=', 4, ', Group3=', 8, 'ComparisonGroup=', 3)	2022-03-03 14:40:34.115865	2022-03-03 14:47:50.798075	436,68221	False	2	46-55	male	4--5	none	Recommendation-based (mid-ILS maximize similarity of neighbors)	[[[[[[['', 'Fluffy Pancakes'], 'Banana Crumb Muffins'], 'Award Winning Soft Chocolate Chip Cookies'], 'Cranberry Pistachio Biscotti'], 'Delicious Ham and Potato Soup'], 'Orzo with Parmesan and Basil'], 'Broiled Tilapia Parmesan']	['similar', 'never', 'similar', 'never', 'never', 'never', 'never']	2	4	4	3	4	4	more	0,1,0,0,0,0,0	Homogenous (maximize similarity of neighbors)	"[[[[[[['', 'Lentil Stew'], 'Black Bean, Sausage, and Sweet Potato Soup'], 'Easy Sweet Chili'], ""Aunt Ro's Baked Beans""], 'Chicken Penne with Asparagus'], 'BBQ Chicken Wings'], 'Tandoori Chicken']"	['never', 'never', 'never', 'similar', 'never', 'never', 'never']	4	4	4	3	4	4	more	0,0,0,1,0,1,0	Recommendation-based (high-ILS)	"[[[[[[['', ""Beth's Spicy Oatmeal Raisin Cookies""], 'Delicious Ham and Potato Soup'], 'Slow-Cooker Pepper Steak'], 'Burrito Pie'], 'Good Old Fashioned Pancakes'], 'Best Brownies'], 'Orzo with Parmesan and Basil']"	['similar', 'never', 'never', 'never', 'similar', 'similar', 'never']	1	4	4	2	4	4	more	1,0,1,0,0,0,0	Award Winning Soft Chocolate Chip Cookies	Orzo with Parmesan and Basil	2	0	95,664945	76,370627	54,788125	11,26813	76,685933	89,912061	18,687207	13,110047	4	3	2	cuisine, ingredients, instructions	Recipes in a list are diverse if they are different flavors of different types of food and they present items that might be eaten for different purposes such as breakfast, lunch, or dinner.	
97286	('Group1=', 4, ', Group2=', 2, ', Group3=', 6, 'ComparisonGroup=', 1)	2022-03-01 15:35:57.380795	2022-03-01 15:43:14.151972	436,771177	False	2	>65	male	1	none	Homogenous (maximize similarity of neighbors)	"[[[[[[['', 'Lentil Stew'], 'Black Bean, Sausage, and Sweet Potato Soup'], 'Easy Sweet Chili'], ""Aunt Ro's Baked Beans""], 'Chicken Penne with Asparagus'], 'BBQ Chicken Wings'], 'Tandoori Chicken']"	['prepared', 'prepared', 'never', 'prepared', 'never', 'prepared', 'similar']	6	5	5	2	5	5	exactly	0,0,0,1,0,0,0	Collection	[[[[[[['', 'Chocolate Chocolate Chip Muffins'], 'Double Chocolate Cherry Muffins'], 'Chocolate Chocolate Chip Nut Muffins'], 'Chocolate Raisin Oatmeal Muffins'], 'Moist Chocolate Muffins'], 'Healthy Chocolate Morning Muffins'], 'Chocolate Protein Muffins']	['prepared', 'prepared', 'prepared', 'prepared', 'prepared', 'prepared', 'prepared']	5	1	1	5	2	4	exactly	0,0,0,0,0,0,0	Recommendation-based (mid-ILS maximize similarity of neighbors)	[[[[[[['', 'Fluffy Pancakes'], 'Banana Crumb Muffins'], 'Award Winning Soft Chocolate Chip Cookies'], 'Cranberry Pistachio Biscotti'], 'Delicious Ham and Potato Soup'], 'Orzo with Parmesan and Basil'], 'Broiled Tilapia Parmesan']	['prepared', 'never', 'prepared', 'never', 'prepared', 'never', 'never']	3	4	4	2	5	5	more	0,0,0,0,0,0,0	Delicious Ham and Potato Soup	Broiled Tilapia Parmesan	1	3,2	65,230393	60,649282	35,005062	42,459288	153,092733	49,798884	16,159903	13,964656	5	5	5	instructions, ingredients, duration, image, nutrients, title, cuisine, reviews	I categorized them according to their food type. If they are all looking like cookies then it's in the pastry and cookie category. Muffins are in the pastry category alone. Take into consideration of the food culture and origin as well such as the tandoori chicken that would be Indian food. 	
3100	('Group1=', 8, ', Group2=', 7, ', Group3=', 5, 'ComparisonGroup=', 2)	2022-03-01 15:34:49.773465	2022-03-01 15:42:09.062508	439,289043	False	2	36-45	female	2--3	none	Recommendation-based (high-ILS)	"[[[[[[['', ""Beth's Spicy Oatmeal Raisin Cookies""], 'Delicious Ham and Potato Soup'], 'Slow-Cooker Pepper Steak'], 'Burrito Pie'], 'Good Old Fashioned Pancakes'], 'Best Brownies'], 'Orzo with Parmesan and Basil']"	['never', 'similar', 'never', 'never', 'prepared', 'prepared', 'prepared']	7	5	5	1	2	4	more	0,0,0,0,0,0,0	Recommendation-based (mid-ILS minimize similarity of neighbors)	[[[[[[['', 'Fluffy Pancakes'], 'Broiled Tilapia Parmesan'], 'Orzo with Parmesan and Basil'], 'Award Winning Soft Chocolate Chip Cookies'], 'Delicious Ham and Potato Soup'], 'Banana Crumb Muffins'], 'Cranberry Pistachio Biscotti']	['prepared', 'never', 'similar', 'similar', 'similar', 'similar', 'never']	6	4	4	1	4	5	more	0,0,0,0,0,0,0	Homogenous (minimize similarity of neighbors)	"[[[[[[['', 'Lentil Stew'], 'Tandoori Chicken'], 'Black Bean, Sausage, and Sweet Potato Soup'], 'BBQ Chicken Wings'], 'Easy Sweet Chili'], ""Aunt Ro's Baked Beans""], 'Chicken Penne with Asparagus']"	['similar', 'never', 'similar', 'prepared', 'never', 'never', 'never']	4	5	5	1	4	4	exactly	0,0,0,0,0,0,0	Fluffy Pancakes	Cranberry Pistachio Biscotti	4	0	82,289702	60,175488	51,943375	12,724467	96,431524	48,532875	23,757177	63,357735	5	3	4	ingredients, image, title, instructions	I considered the type of food you showed me, sweet, salty, side dish, first course, entries and so on. I based my choice on that, I assumed that chocolate chips cookies and banana muffins belong to the same family of food, that is, sweets and cakes.	I would like to read the recipes of some of those pics you showed me earlier.
51974	('Group1=', 1, ', Group2=', 7, ', Group3=', 9, 'ComparisonGroup=', 3)	2022-03-03 14:35:45.521539	2022-03-03 14:43:05.660838	440,139299	False	2	36-45	male	>5	none	Homogenous (shuffled)	"[[[[[[['', 'Chicken Penne with Asparagus'], 'Black Bean, Sausage, and Sweet Potato Soup'], 'BBQ Chicken Wings'], 'Easy Sweet Chili'], ""Aunt Ro's Baked Beans""], 'Lentil Stew'], 'Tandoori Chicken']"	['never', 'similar', 'prepared', 'prepared', 'never', 'never', 'never']	7	5	5	1	5	4	more	0,0,0,0,0,0,0	Recommendation-based (mid-ILS minimize similarity of neighbors)	[[[[[[['', 'Fluffy Pancakes'], 'Broiled Tilapia Parmesan'], 'Orzo with Parmesan and Basil'], 'Award Winning Soft Chocolate Chip Cookies'], 'Delicious Ham and Potato Soup'], 'Banana Crumb Muffins'], 'Cranberry Pistachio Biscotti']	['prepared', 'never', 'never', 'similar', 'prepared', 'similar', 'never']	2	5	5	1	5	4	more	0,0,0,0,0,0,0	Recommendation-based (low-ILS)	"[[[[[[['', ""Jay's Signature Pizza Crust""], 'Broiled Tilapia Parmesan'], 'Delicious Ham and Potato Soup'], 'Baked Teriyaki Chicken'], 'Award Winning Soft Chocolate Chip Cookies'], 'Slow Cooker Mashed Potatoes'], 'Mexican Rice']"	['never', 'never', 'prepared', 'never', 'similar', 'similar', 'never']	4	4	4	2	5	4	more	0,0,0,0,0,0,0	Award Winning Soft Chocolate Chip Cookies	Orzo with Parmesan and Basil	1	0	121,862022	50,186692	71,386985	13,453239	81,763952	62,926422	25,786678	12,663221	5	4	1	ingredients, cuisine, nutrients, instructions, duration, title, image, reviews	I looked at what type of meat was used in the recipe, if any, followed by the type of vegetables used, and whether the meal was a dessert or an actual meal. After comparing those 3 items I was able to determine how diverse they were.	
21112	('Group1=', 6, ', Group2=', 4, ', Group3=', 2, 'ComparisonGroup=', 3)	2022-03-03 15:49:12.627894	2022-03-03 15:56:34.068078	441,440184	False	2	26-35	male	2--3	none	Recommendation-based (mid-ILS maximize similarity of neighbors)	[[[[[[['', 'Fluffy Pancakes'], 'Banana Crumb Muffins'], 'Award Winning Soft Chocolate Chip Cookies'], 'Cranberry Pistachio Biscotti'], 'Delicious Ham and Potato Soup'], 'Orzo with Parmesan and Basil'], 'Broiled Tilapia Parmesan']	['prepared', 'similar', 'similar', 'never', 'similar', 'never', 'never']	4	4	5	4	5	4	more	0,0,0,0,0,0,0	Homogenous (maximize similarity of neighbors)	"[[[[[[['', 'Lentil Stew'], 'Black Bean, Sausage, and Sweet Potato Soup'], 'Easy Sweet Chili'], ""Aunt Ro's Baked Beans""], 'Chicken Penne with Asparagus'], 'BBQ Chicken Wings'], 'Tandoori Chicken']"	['never', 'similar', 'never', 'similar', 'never', 'prepared', 'prepared']	7	4	5	4	4	5	more	0,0,0,0,0,0,0	Collection	[[[[[[['', 'Chocolate Chocolate Chip Muffins'], 'Double Chocolate Cherry Muffins'], 'Chocolate Chocolate Chip Nut Muffins'], 'Chocolate Raisin Oatmeal Muffins'], 'Moist Chocolate Muffins'], 'Healthy Chocolate Morning Muffins'], 'Chocolate Protein Muffins']	['similar', 'prepared', 'similar', 'never', 'similar', 'similar', 'prepared']	2	4	5	5	5	4	more	0,0,0,0,0,0,0	Award Winning Soft Chocolate Chip Cookies	Orzo with Parmesan and Basil	1	0	107,318197	38,668825	31,310682	13,551011	180,867936	37,000646	11,483035	20,962005	4	5	5	image, title, ingredients, nutrients, instructions, duration, cuisine, reviews	I consider variety of ingredients, food items and different taste to determine the diversity.	
24823	('Group1=', 9, ', Group2=', 5, ', Group3=', 6, 'ComparisonGroup=', 3)	2022-03-03 15:57:39.864825	2022-03-03 16:05:05.973700	446,108875	False	2	36-45	female	1	none	Recommendation-based (low-ILS)	"[[[[[[['', ""Jay's Signature Pizza Crust""], 'Broiled Tilapia Parmesan'], 'Delicious Ham and Potato Soup'], 'Baked Teriyaki Chicken'], 'Award Winning Soft Chocolate Chip Cookies'], 'Slow Cooker Mashed Potatoes'], 'Mexican Rice']"	['similar', 'similar', 'similar', 'prepared', 'prepared', 'prepared', 'prepared']	2	4	4	2	4	4	more	2,2,0,0,0,0,0	Homogenous (minimize similarity of neighbors)	"[[[[[[['', 'Lentil Stew'], 'Tandoori Chicken'], 'Black Bean, Sausage, and Sweet Potato Soup'], 'BBQ Chicken Wings'], 'Easy Sweet Chili'], ""Aunt Ro's Baked Beans""], 'Chicken Penne with Asparagus']"	['prepared', 'never', 'never', 'prepared', 'similar', 'similar', 'similar']	2	4	4	2	4	4	more	0,2,0,0,0,0,0	Recommendation-based (mid-ILS maximize similarity of neighbors)	[[[[[[['', 'Fluffy Pancakes'], 'Banana Crumb Muffins'], 'Award Winning Soft Chocolate Chip Cookies'], 'Cranberry Pistachio Biscotti'], 'Delicious Ham and Potato Soup'], 'Orzo with Parmesan and Basil'], 'Broiled Tilapia Parmesan']	['prepared', 'prepared', 'similar', 'never', 'prepared', 'similar', 'similar']	7	3	3	2	4	4	more	0,0,0,0,0,2,0	Award Winning Soft Chocolate Chip Cookies	Orzo with Parmesan and Basil	1	2,2	105,627807	58,892946	68,201767	16,511451	132,597	35,97439	14,700531	13,466622	4	4	3	cuisine, title, image, ingredients, duration, nutrients, instructions	They contained different meat prepared in dissimilar ways. Ethnic/country of origin. Genre i.e. dessert, main course, pasta, soup side etc. Simple/complex	
73799	('Group1=', 8, ', Group2=', 6, ', Group3=', 1, 'ComparisonGroup=', 3)	2022-02-27 00:18:26.239854	2022-02-27 00:25:57.442367	451,202513	False	2	26-35	male	>5	none	Recommendation-based (high-ILS)	"[[[[[[['', ""Beth's Spicy Oatmeal Raisin Cookies""], 'Delicious Ham and Potato Soup'], 'Slow-Cooker Pepper Steak'], 'Burrito Pie'], 'Good Old Fashioned Pancakes'], 'Best Brownies'], 'Orzo with Parmesan and Basil']"	['similar', 'never', 'similar', 'never', 'prepared', 'prepared', 'never']	3	5	5	1	2	4	more	0,0,0,0,0,0,0	Recommendation-based (mid-ILS maximize similarity of neighbors)	[[[[[[['', 'Fluffy Pancakes'], 'Banana Crumb Muffins'], 'Award Winning Soft Chocolate Chip Cookies'], 'Cranberry Pistachio Biscotti'], 'Delicious Ham and Potato Soup'], 'Orzo with Parmesan and Basil'], 'Broiled Tilapia Parmesan']	['prepared', 'similar', 'prepared', 'never', 'never', 'never', 'never']	3	4	4	2	3	5	more	0,0,0,0,0,0,0	Homogenous (shuffled)	"[[[[[[['', 'Chicken Penne with Asparagus'], 'Black Bean, Sausage, and Sweet Potato Soup'], 'BBQ Chicken Wings'], 'Easy Sweet Chili'], ""Aunt Ro's Baked Beans""], 'Lentil Stew'], 'Tandoori Chicken']"	['never', 'never', 'similar', 'never', 'never', 'never', 'never']	3	3	3	4	4	5	more	0,0,0,0,0,0,0	Award Winning Soft Chocolate Chip Cookies	Orzo with Parmesan and Basil	1	2	78,76473	37,84002	40,16424	12,992241	195,780454	57,098509	19,253353	9,116303	5	3	3	cuisine, image, ingredients, title	 I didn't tend to overthink whether the recipe lists were diverse or not, I just went with my initial instinct on the question.  Obviously there was a sort of sliding scale to it, like I would consider the baked beans much closer to a soup than the chocolate chip cookies were, despite all three being vastly different, but I don't think I had any solid criteria for that which I could easily convey.	
54660	('Group1=', 5, ', Group2=', 9, ', Group3=', 3, 'ComparisonGroup=', 4)	2022-03-03 15:17:49.107753	2022-03-03 15:25:21.991705	452,883952	False	2	46-55	female	>5	none	Homogenous (minimize similarity of neighbors)	"[[[[[[['', 'Lentil Stew'], 'Tandoori Chicken'], 'Black Bean, Sausage, and Sweet Potato Soup'], 'BBQ Chicken Wings'], 'Easy Sweet Chili'], ""Aunt Ro's Baked Beans""], 'Chicken Penne with Asparagus']"	['similar', 'never', 'similar', 'prepared', 'similar', 'similar', 'similar']	7	5	5	1	5	5	more	0,0,0,0,0,0,0	Recommendation-based (low-ILS)	"[[[[[[['', ""Jay's Signature Pizza Crust""], 'Broiled Tilapia Parmesan'], 'Delicious Ham and Potato Soup'], 'Baked Teriyaki Chicken'], 'Award Winning Soft Chocolate Chip Cookies'], 'Slow Cooker Mashed Potatoes'], 'Mexican Rice']"	['similar', 'never', 'similar', 'similar', 'prepared', 'similar', 'similar']	6	5	5	1	5	5	more	0,0,0,0,0,0,0	Recommendation-based (mid-ILS shuffled)	[[[[[[['', 'Fluffy Pancakes'], 'Cranberry Pistachio Biscotti'], 'Delicious Ham and Potato Soup'], 'Award Winning Soft Chocolate Chip Cookies'], 'Banana Crumb Muffins'], 'Broiled Tilapia Parmesan'], 'Orzo with Parmesan and Basil']	['prepared', 'never', 'similar', 'prepared', 'prepared', 'never', 'never']	4	5	5	1	4	5	more	0,0,0,0,0,0,0	Banana Crumb Muffins	Broiled Tilapia Parmesan	1	0	85,44588	55,453746	51,75241	14,604077	119,461562	84,744972	29,324902	11,927995	4	4	3	ingredients, cuisine, image, title	The criteria I used to determine the diversity was the overall recipe, the ingredients the recipe used and how similar I felt each dish was to one another.	
98387	('Group1=', 1, ', Group2=', 8, ', Group3=', 6, 'ComparisonGroup=', 1)	2022-03-03 14:37:18.563645	2022-03-03 14:44:53.853912	455,290267	False	2	46-55	male	2--3	none	Homogenous (shuffled)	"[[[[[[['', 'Chicken Penne with Asparagus'], 'Black Bean, Sausage, and Sweet Potato Soup'], 'BBQ Chicken Wings'], 'Easy Sweet Chili'], ""Aunt Ro's Baked Beans""], 'Lentil Stew'], 'Tandoori Chicken']"	['never', 'never', 'similar', 'similar', 'similar', 'never', 'never']	3	2	3	3	4	4	exactly	0,0,0,0,0,0,0	Recommendation-based (high-ILS)	"[[[[[[['', ""Beth's Spicy Oatmeal Raisin Cookies""], 'Delicious Ham and Potato Soup'], 'Slow-Cooker Pepper Steak'], 'Burrito Pie'], 'Good Old Fashioned Pancakes'], 'Best Brownies'], 'Orzo with Parmesan and Basil']"	['similar', 'never', 'never', 'never', 'similar', 'similar', 'never']	1	4	4	2	4	5	more	0,0,0,0,0,0,0	Recommendation-based (mid-ILS maximize similarity of neighbors)	[[[[[[['', 'Fluffy Pancakes'], 'Banana Crumb Muffins'], 'Award Winning Soft Chocolate Chip Cookies'], 'Cranberry Pistachio Biscotti'], 'Delicious Ham and Potato Soup'], 'Orzo with Parmesan and Basil'], 'Broiled Tilapia Parmesan']	['similar', 'similar', 'similar', 'never', 'never', 'never', 'never']	3	4	3	2	5	5	more	0,0,0,0,0,0,0	Delicious Ham and Potato Soup	Broiled Tilapia Parmesan	2	1,1	100,450847	51,54968	42,437244	20,618182	130,263884	72,340719	19,476137	18,036795	4	3	2	cuisine, ingredients, image	If the dishes were from different cuisines or items meant for breakfast, dinner, or dessert.	
