id	group	start time	end time	duration	pressed back	attention check	age	gender	cooking enthusiast	restrictions	treatment	order	familiarity	selection	diversity	variety	similarity	easiness	confidence	amount	poster clicks	decision time	logtime	ILS	Sum (div+var+invsim)	inverse similarity
81048	('Group1=', 2, ', Group2=', 4, ', Group3=', 3, 'ComparisonGroup=', 1)	2022-03-01 14:59:38.958560	2022-03-01 15:03:49.368513	250,409953	False	2	26-35	female	>5	none	Homogenous (maximize similarity of neighbors)	"Lentil Stew, Black Bean, Sausage, and Sweet Potato Soup, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus, BBQ Chicken Wings, Tandoori Chicken"	['similar', 'similar', 'similar', 'similar', 'similar', 'similar', 'never']	7	2	4	4	4	4	more	0,0,0,0,0,0,0	28,732404	1,458371964	0.35	8	2
69995	('Group1=', 2, ', Group2=', 4, ', Group3=', 6, 'ComparisonGroup=', 3)	2022-03-01 17:17:08.897548	2022-03-01 17:26:11.531124	542,633576	False	2	46-55	not disclose	>5	none	Homogenous (maximize similarity of neighbors)	"Lentil Stew, Black Bean, Sausage, and Sweet Potato Soup, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus, BBQ Chicken Wings, Tandoori Chicken"	['never', 'never', 'never', 'similar', 'never', 'never', 'never']	1	4	4	2	2	4	more	0,0,0,0,0,0,0	61,191329	1,786689886	0.35	12	4
56135	('Group1=', 8, ', Group2=', 4, ', Group3=', 7, 'ComparisonGroup=', 1)	2022-03-01 17:49:06.705157	2022-03-01 17:52:19.738329	193,033172	False	2	19-25	male	>5	vegetarian	Homogenous (maximize similarity of neighbors)	"Lentil Stew, Black Bean, Sausage, and Sweet Potato Soup, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus, BBQ Chicken Wings, Tandoori Chicken"	['similar', 'prepared', 'never', 'never', 'similar', 'never', 'similar']	2	4	4	4	4	4	exactly	0,0,0,0,0,0,0	22,293129	1,348171029	0.35	10	2
98948	('Group1=', 6, ', Group2=', 9, ', Group3=', 4, 'ComparisonGroup=', 2)	2022-03-01 16:08:41.509890	2022-03-01 16:18:30.159553	588,649663	False	2	36-45	male	4--5	none	Homogenous (maximize similarity of neighbors)	"Lentil Stew, Black Bean, Sausage, and Sweet Potato Soup, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus, BBQ Chicken Wings, Tandoori Chicken"	['never', 'never', 'similar', 'similar', 'never', 'similar', 'never']	3	2	2	5	4	5	none	0,0,0,0,0,0,0	59,208354	1,772382988	0.35	5	1
98148	('Group1=', 6, ', Group2=', 8, ', Group3=', 4, 'ComparisonGroup=', 2)	2022-03-01 14:52:02.988078	2022-03-01 14:57:49.695451	346,707373	False	2	56-65	female	>5	none	Homogenous (maximize similarity of neighbors)	"Lentil Stew, Black Bean, Sausage, and Sweet Potato Soup, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus, BBQ Chicken Wings, Tandoori Chicken"	['similar', 'never', 'similar', 'never', 'never', 'prepared', 'never']	7	1	2	5	5	5	more	0,0,0,0,0,0,0	40,347956	1,605821539	0.35	4	1
94462	('Group1=', 3, ', Group2=', 9, ', Group3=', 4, 'ComparisonGroup=', 2)	2022-03-01 14:52:40.205607	2022-03-01 14:59:37.724895	417,519288	False	2	26-35	male	>5	none	Homogenous (maximize similarity of neighbors)	"Lentil Stew, Black Bean, Sausage, and Sweet Potato Soup, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus, BBQ Chicken Wings, Tandoori Chicken"	['similar', 'similar', 'prepared', 'similar', 'similar', 'prepared', 'never']	7	4	4	3	5	5	more	0,0,0,0,0,0,0	47,829832	1,679698855	0.35	11	3
82412	('Group1=', 6, ', Group2=', 9, ', Group3=', 4, 'ComparisonGroup=', 2)	2022-03-01 15:22:42.225730	2022-03-01 15:32:35.663732	593,438002	False	2	26-35	female	>5	vegan	Homogenous (maximize similarity of neighbors)	"Lentil Stew, Black Bean, Sausage, and Sweet Potato Soup, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus, BBQ Chicken Wings, Tandoori Chicken"	['prepared', 'prepared', 'prepared', 'prepared', 'similar', 'prepared', 'never']	2	5	4	5	5	4	exactly	0,0,0,0,0,0,0	31,863814	1,503297758	0.35	10	1
22753	('Group1=', 3, ', Group2=', 8, ', Group3=', 4, 'ComparisonGroup=', 2)	2022-03-01 14:54:09.561739	2022-03-01 14:58:07.828218	238,266479	False	2	26-35	female	4--5	none	Homogenous (maximize similarity of neighbors)	"Lentil Stew, Black Bean, Sausage, and Sweet Potato Soup, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus, BBQ Chicken Wings, Tandoori Chicken"	['never', 'similar', 'similar', 'similar', 'similar', 'prepared', 'similar']	7	4	4	4	4	4	more	0,0,0,0,0,0,0	32,814883	1,51607086	0.35	10	2
95948	('Group1=', 9, ', Group2=', 7, ', Group3=', 4, 'ComparisonGroup=', 1)	2022-03-01 15:55:43.800510	2022-03-01 15:59:07.965801	204,165291	False	2	26-35	female	>5	none	Homogenous (maximize similarity of neighbors)	"Lentil Stew, Black Bean, Sausage, and Sweet Potato Soup, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus, BBQ Chicken Wings, Tandoori Chicken"	['never', 'never', 'prepared', 'prepared', 'prepared', 'prepared', 'prepared']	6	5	5	5	5	5	more	0,0,0,0,0,0,0	29,737373	1,4733026	0.35	11	1
92661	('Group1=', 2, ', Group2=', 7, ', Group3=', 4, 'ComparisonGroup=', 3)	2022-03-01 15:25:26.804534	2022-03-01 15:39:23.628947	836,824413	False	2	>65	female	>5	other	Homogenous (maximize similarity of neighbors)	"Lentil Stew, Black Bean, Sausage, and Sweet Potato Soup, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus, BBQ Chicken Wings, Tandoori Chicken"	['similar', 'never', 'similar', 'similar', 'similar', 'similar', 'never']	7	4	4	2	4	4	more	0,0,1,0,1,1,1	93,296248	1,969864179	0.35	12	4
13481	('Group1=', 8, ', Group2=', 3, ', Group3=', 4, 'ComparisonGroup=', 2)	2022-03-01 14:52:44.045698	2022-03-01 15:22:07.261962	1763,216264	False	2	46-55	male	>5	religious	Homogenous (maximize similarity of neighbors)	"Lentil Stew, Black Bean, Sausage, and Sweet Potato Soup, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus, BBQ Chicken Wings, Tandoori Chicken"	['similar', 'never', 'prepared', 'similar', 'never', 'prepared', 'prepared']	5	5	4	4	3	4	more	0,0,0,0,0,0,0	30,197151	1,479965971	0.35	11	2
14786	('Group1=', 7, ', Group2=', 2, ', Group3=', 4, 'ComparisonGroup=', 2)	2022-03-01 15:26:34.903416	2022-03-01 15:32:50.551437	375,648021	False	2	36-45	female	>5	lactose	Homogenous (maximize similarity of neighbors)	"Lentil Stew, Black Bean, Sausage, and Sweet Potato Soup, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus, BBQ Chicken Wings, Tandoori Chicken"	['prepared', 'never', 'never', 'never', 'never', 'similar', 'prepared']	1	4	4	2	2	4	more	0,0,0,0,0,0,0	51,162394	1,708950858	0.35	12	4
66804	('Group1=', 4, ', Group2=', 7, ', Group3=', 9, 'ComparisonGroup=', 1)	2022-03-03 15:36:01.462595	2022-03-03 15:42:24.385674	382,923079	False	2	46-55	female	2--3	none	Homogenous (maximize similarity of neighbors)	"Lentil Stew, Black Bean, Sausage, and Sweet Potato Soup, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus, BBQ Chicken Wings, Tandoori Chicken"	['never', 'never', 'similar', 'never', 'similar', 'similar', 'never']	5	5	5	1	5	5	more	0,0,0,0,6,1,0	111,441308	2,047046201	0.35	15	5
56264	('Group1=', 4, ', Group2=', 2, ', Group3=', 7, 'ComparisonGroup=', 2)	2022-03-03 15:46:06.119373	2022-03-03 15:51:55.679947	349,560574	False	2	26-35	male	1	vegan	Homogenous (maximize similarity of neighbors)	"Lentil Stew, Black Bean, Sausage, and Sweet Potato Soup, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus, BBQ Chicken Wings, Tandoori Chicken"	['similar', 'never', 'never', 'never', 'never', 'never', 'never']	1	4	4	2	5	5	exactly	0,0,0,0,0,0,0	57,084091	1,75651509	0.35	12	4
22603	('Group1=', 4, ', Group2=', 6, ', Group3=', 2, 'ComparisonGroup=', 3)	2022-03-03 14:36:10.960108	2022-03-03 14:49:35.022263	804,062155	False	2	36-45	male	>5	lactose	Homogenous (maximize similarity of neighbors)	"Lentil Stew, Black Bean, Sausage, and Sweet Potato Soup, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus, BBQ Chicken Wings, Tandoori Chicken"	['similar', 'never', 'similar', 'prepared', 'never', 'prepared', 'never']	7	3	4	3	4	4	more	0,0,0,0,0,0,1	173,554872	2,23943681	0.35	10	3
59917	('Group1=', 4, ', Group2=', 6, ', Group3=', 2, 'ComparisonGroup=', 2)	2022-03-03 14:40:26.680998	2022-03-03 14:54:29.481539	842,800541	False	2	46-55	female	>5	none	Homogenous (maximize similarity of neighbors)	"Lentil Stew, Black Bean, Sausage, and Sweet Potato Soup, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus, BBQ Chicken Wings, Tandoori Chicken"	['similar', 'never', 'similar', 'never', 'never', 'never', 'never']	2	4	4	2	2	4	more	2,0,0,0,0,0,0	218,911138	2,340267859	0.35	12	4
75410	('Group1=', 4, ', Group2=', 8, ', Group3=', 6, 'ComparisonGroup=', 3)	2022-03-03 15:33:29.241615	2022-03-03 15:44:41.825949	672,584334	False	2	36-45	female	>5	none	Homogenous (maximize similarity of neighbors)	"Lentil Stew, Black Bean, Sausage, and Sweet Potato Soup, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus, BBQ Chicken Wings, Tandoori Chicken"	['similar', 'never', 'prepared', 'never', 'never', 'prepared', 'similar']	3	4	4	5	5	4	more	0,0,0,0,0,0,0	182,962717	2,262362601	0.35	9	1
41055	('Group1=', 4, ', Group2=', 8, ', Group3=', 6, 'ComparisonGroup=', 2)	2022-03-03 15:10:02.045443	2022-03-03 15:16:43.329120	401,283677	True	2	36-45	female	>5	none	Homogenous (maximize similarity of neighbors)	"Lentil Stew, Black Bean, Sausage, and Sweet Potato Soup, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus, BBQ Chicken Wings, Tandoori Chicken"	['never', 'similar', 'similar', 'similar', 'similar', 'similar', 'never']	5	4	4	3	3	4	more	0,0,0,0,0,0,0	83,733892	1,922901278	0.35	11	3
61732	('Group1=', 6, ', Group2=', 4, ', Group3=', 9, 'ComparisonGroup=', 3)	2022-03-03 14:52:13.468441	2022-03-03 15:06:01.505234	828,036793	False	2	19-25	male	4--5	none	Homogenous (maximize similarity of neighbors)	"Lentil Stew, Black Bean, Sausage, and Sweet Potato Soup, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus, BBQ Chicken Wings, Tandoori Chicken"	['similar', 'prepared', 'similar', 'prepared', 'never', 'prepared', 'never']	2	2	4	5	5	5	more	0,0,0,0,0,0,0	41,57646	1,618847509	0.35	7	1
190	('Group1=', 8, ', Group2=', 4, ', Group3=', 3, 'ComparisonGroup=', 1)	2022-03-03 14:35:51.356571	2022-03-03 14:42:38.487358	407,130787	False	2	46-55	male	>5	none	Homogenous (maximize similarity of neighbors)	"Lentil Stew, Black Bean, Sausage, and Sweet Potato Soup, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus, BBQ Chicken Wings, Tandoori Chicken"	['similar', 'similar', 'prepared', 'similar', 'similar', 'prepared', 'similar']	6	2	4	4	5	5	more	0,0,0,0,0,0,0	55,458419	1,743967485	0.35	8	2
21112	('Group1=', 6, ', Group2=', 4, ', Group3=', 2, 'ComparisonGroup=', 3)	2022-03-03 15:49:12.627894	2022-03-03 15:56:34.068078	441,440184	False	2	26-35	male	2--3	none	Homogenous (maximize similarity of neighbors)	"Lentil Stew, Black Bean, Sausage, and Sweet Potato Soup, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus, BBQ Chicken Wings, Tandoori Chicken"	['never', 'similar', 'never', 'similar', 'never', 'prepared', 'prepared']	7	4	5	4	4	5	more	0,0,0,0,0,0,0	38,668825	1,587360976	0.35	11	2
22869	('Group1=', 9, ', Group2=', 4, ', Group3=', 6, 'ComparisonGroup=', 4)	2022-03-03 14:43:10.767593	2022-03-03 14:49:16.326668	365,559075	False	2	36-45	male	>5	none	Homogenous (maximize similarity of neighbors)	"Lentil Stew, Black Bean, Sausage, and Sweet Potato Soup, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus, BBQ Chicken Wings, Tandoori Chicken"	['similar', 'never', 'similar', 'similar', 'never', 'similar', 'similar']	6	4	4	2	4	4	more	0,0,0,0,0,0,0	36,287632	1,559758629	0.35	12	4
31574	('Group1=', 6, ', Group2=', 4, ', Group3=', 8, 'ComparisonGroup=', 4)	2022-03-03 16:36:34.378635	2022-03-03 16:44:59.297714	504,919079	False	2	36-45	male	>5	none	Homogenous (maximize similarity of neighbors)	"Lentil Stew, Black Bean, Sausage, and Sweet Potato Soup, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus, BBQ Chicken Wings, Tandoori Chicken"	['never', 'never', 'similar', 'never', 'never', 'never', 'never']	7	4	4	3	4	3	more	0,0,0,0,0,0,1	86,311597	1,936069152	0.35	11	3
53953	('Group1=', 6, ', Group2=', 4, ', Group3=', 9, 'ComparisonGroup=', 1)	2022-03-03 15:43:55.223360	2022-03-03 15:59:44.621778	949,398418	False	2	26-35	male	<1	none	Homogenous (maximize similarity of neighbors)	"Lentil Stew, Black Bean, Sausage, and Sweet Potato Soup, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus, BBQ Chicken Wings, Tandoori Chicken"	['similar', 'never', 'similar', 'never', 'never', 'similar', 'prepared']	6	4	5	2	1	4	more	3,5,2,3,2,2,2	247,901781	2,394279647	0.35	13	4
14525	('Group1=', 8, ', Group2=', 4, ', Group3=', 7, 'ComparisonGroup=', 4)	2022-03-03 14:35:48.167468	2022-03-03 14:47:26.589250	698,421782	False	2	26-35	male	2--3	allergies	Homogenous (maximize similarity of neighbors)	"Lentil Stew, Black Bean, Sausage, and Sweet Potato Soup, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus, BBQ Chicken Wings, Tandoori Chicken"	['similar', 'never', 'never', 'similar', 'similar', 'prepared', 'similar']	3	3	3	4	3	4	more	0,0,0,0,0,0,0	67,577901	1,829804698	0.35	8	2
94904	('Group1=', 8, ', Group2=', 4, ', Group3=', 7, 'ComparisonGroup=', 1)	2022-03-03 14:35:27.838173	2022-03-03 14:37:00.405019	92,566846	False	2	26-35	male	<1	none	Homogenous (maximize similarity of neighbors)	"Lentil Stew, Black Bean, Sausage, and Sweet Potato Soup, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus, BBQ Chicken Wings, Tandoori Chicken"	['never', 'never', 'never', 'never', 'never', 'never', 'never']	7	5	4	5	4	4	more	0,0,0,0,0,0,0	13,026515	1,114828244	0.35	10	1
70079	('Group1=', 7, ', Group2=', 4, ', Group3=', 9, 'ComparisonGroup=', 3)	2022-03-03 15:07:57.496412	2022-03-03 15:14:32.082481	394,586069	False	2	19-25	male	>5	vegetarian	Homogenous (maximize similarity of neighbors)	"Lentil Stew, Black Bean, Sausage, and Sweet Potato Soup, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus, BBQ Chicken Wings, Tandoori Chicken"	['similar', 'similar', 'similar', 'never', 'never', 'similar', 'similar']	5	5	4	5	3	4	exactly	0,0,0,0,0,0,0	29,153899	1,464696645	0.35	10	1
41771	('Group1=', 9, ', Group2=', 4, ', Group3=', 6, 'ComparisonGroup=', 4)	2022-03-03 14:46:18.008853	2022-03-03 14:53:56.578690	458,569837	False	2	36-45	male	4--5	none	Homogenous (maximize similarity of neighbors)	"Lentil Stew, Black Bean, Sausage, and Sweet Potato Soup, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus, BBQ Chicken Wings, Tandoori Chicken"	['never', 'never', 'similar', 'never', 'never', 'similar', 'never']	6	2	2	4	2	4	exactly	0,0,0,0,0,0,0	66,241541	1,821130427	0.35	6	2
72530	('Group1=', 6, ', Group2=', 4, ', Group3=', 8, 'ComparisonGroup=', 3)	2022-03-03 14:40:34.115865	2022-03-03 14:47:50.798075	436,68221	False	2	46-55	male	4--5	none	Homogenous (maximize similarity of neighbors)	"Lentil Stew, Black Bean, Sausage, and Sweet Potato Soup, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus, BBQ Chicken Wings, Tandoori Chicken"	['never', 'never', 'never', 'similar', 'never', 'never', 'never']	4	4	4	3	4	4	more	0,0,0,1,0,1,0	76,370627	1,882926356	0.35	11	3
20223	('Group1=', 7, ', Group2=', 9, ', Group3=', 4, 'ComparisonGroup=', 2)	2022-03-03 14:59:09.673455	2022-03-03 15:12:12.620614	782,947159	False	2	46-55	male	>5	none	Homogenous (maximize similarity of neighbors)	"Lentil Stew, Black Bean, Sausage, and Sweet Potato Soup, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus, BBQ Chicken Wings, Tandoori Chicken"	['prepared', 'similar', 'prepared', 'prepared', 'similar', 'prepared', 'prepared']	7	2	2	4	4	5	more	0,0,0,0,0,0,0	44,55543	1,648900639	0.35	6	2
54934	('Group1=', 9, ', Group2=', 6, ', Group3=', 4, 'ComparisonGroup=', 1)	2022-03-03 16:15:32.630799	2022-03-03 16:26:07.713139	635,08234	False	2	36-45	female	>5	vegetarian	Homogenous (maximize similarity of neighbors)	"Lentil Stew, Black Bean, Sausage, and Sweet Potato Soup, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus, BBQ Chicken Wings, Tandoori Chicken"	['prepared', 'similar', 'never', 'similar', 'similar', 'similar', 'prepared']	7	5	4	4	5	3	more	0,0,0,0,0,0,0	41,166164	1,6145404	0.35	11	2
70778	('Group1=', 6, ', Group2=', 2, ', Group3=', 4, 'ComparisonGroup=', 1)	2022-03-03 14:51:27.182093	2022-03-03 14:58:43.289673	436,10758	False	2	26-35	male	4--5	none	Homogenous (maximize similarity of neighbors)	"Lentil Stew, Black Bean, Sausage, and Sweet Potato Soup, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus, BBQ Chicken Wings, Tandoori Chicken"	['never', 'never', 'similar', 'similar', 'similar', 'prepared', 'never']	7	4	4	3	2	4	more	0,0,0,0,0,0,0	43,143034	1,634910683	0.35	11	3
58006	('Group1=', 5, ', Group2=', 3, ', Group3=', 2, 'ComparisonGroup=', 1)	2022-02-26 23:42:09.340182	2022-02-27 00:12:50.031483	1840,691301	False	2	26-35	male	4--5	none	Homogenous (minimize similarity of neighbors)	"Lentil Stew, Tandoori Chicken, Black Bean, Sausage, and Sweet Potato Soup, BBQ Chicken Wings, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus"	['never', 'prepared', 'similar', 'never', 'similar', 'prepared', 'similar']	2	4	4	2	4	4	more	1,2,0,0,0,0,0	362,839007	2,55971397	0.35	12	4
34329	('Group1=', 5, ', Group2=', 2, ', Group3=', 7, 'ComparisonGroup=', 4)	2022-02-27 00:41:27.958563	2022-02-27 00:46:50.473681	322,515118	False	2	26-35	male	>5	vegetarian	Homogenous (minimize similarity of neighbors)	"Lentil Stew, Tandoori Chicken, Black Bean, Sausage, and Sweet Potato Soup, BBQ Chicken Wings, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus"	['never', 'never', 'similar', 'never', 'never', 'never', 'similar']	2	4	4	4	4	4	more	0,0,0,0,0,0,0	43,989158	1,643345649	0.35	10	2
69023	('Group1=', 5, ', Group2=', 9, ', Group3=', 3, 'ComparisonGroup=', 4)	2022-02-26 23:37:17.794039	2022-02-26 23:43:32.480421	374,686382	False	2	26-35	male	1	none	Homogenous (minimize similarity of neighbors)	"Lentil Stew, Tandoori Chicken, Black Bean, Sausage, and Sweet Potato Soup, BBQ Chicken Wings, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus"	['never', 'never', 'never', 'similar', 'prepared', 'similar', 'never']	2	4	4	2	4	4	more	0,0,0,0,0,0,0	56,490186	1,751973005	0.35	12	4
64618	('Group1=', 5, ', Group2=', 6, ', Group3=', 2, 'ComparisonGroup=', 2)	2022-02-24 13:28:32.819858	2022-02-24 13:50:39.156923	1326,337065	False	2	36-45	female	2--3	none	Homogenous (minimize similarity of neighbors)	"Lentil Stew, Tandoori Chicken, Black Bean, Sausage, and Sweet Potato Soup, BBQ Chicken Wings, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus"	['never', 'similar', 'similar', 'similar', 'never', 'never', 'similar']	4	4	5	2	4	5	exactly	0,0,0,0,0,0,0	611,723688	2,786555298	0.35	13	4
64488	('Group1=', 5, ', Group2=', 6, ', Group3=', 8, 'ComparisonGroup=', 4)	2022-02-27 00:47:59.359454	2022-02-27 00:51:05.652574	186,29312	False	2	26-35	male	4--5	vegetarian	Homogenous (minimize similarity of neighbors)	"Lentil Stew, Tandoori Chicken, Black Bean, Sausage, and Sweet Potato Soup, BBQ Chicken Wings, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus"	['similar', 'similar', 'similar', 'similar', 'similar', 'similar', 'similar']	4	4	5	4	5	4	exactly	0,0,0,0,0,0,0	52,034398	1,716290534	0.35	11	2
72796	('Group1=', 5, ', Group2=', 6, ', Group3=', 9, 'ComparisonGroup=', 4)	2022-02-27 01:07:43.385859	2022-02-27 01:12:09.503406	266,117547	False	2	26-35	female	4--5	vegan	Homogenous (minimize similarity of neighbors)	"Lentil Stew, Tandoori Chicken, Black Bean, Sausage, and Sweet Potato Soup, BBQ Chicken Wings, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus"	['similar', 'similar', 'similar', 'similar', 'similar', 'never', 'never']	7	4	4	5	5	4	more	0,0,0,0,0,0,0	37,049995	1,568788154	0.35	9	1
35984	('Group1=', 5, ', Group2=', 7, ', Group3=', 8, 'ComparisonGroup=', 2)	2022-02-27 01:41:30.653183	2022-02-27 01:46:35.649087	304,995904	False	2	26-35	male	2--3	none	Homogenous (minimize similarity of neighbors)	"Lentil Stew, Tandoori Chicken, Black Bean, Sausage, and Sweet Potato Soup, BBQ Chicken Wings, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus"	['never', 'never', 'never', 'prepared', 'never', 'never', 'never']	4	5	4	1	5	5	more	0,0,0,0,0,0,0	63,646026	1,803771292	0.35	14	5
49432	('Group1=', 5, ', Group2=', 9, ', Group3=', 3, 'ComparisonGroup=', 3)	2022-02-27 00:10:49.371923	2022-02-27 00:20:46.137596	596,765673	False	2	26-35	male	2--3	none	Homogenous (minimize similarity of neighbors)	"Lentil Stew, Tandoori Chicken, Black Bean, Sausage, and Sweet Potato Soup, BBQ Chicken Wings, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus"	['prepared', 'never', 'similar', 'prepared', 'similar', 'similar', 'never']	2	4	5	5	4	4	more	0,0,0,0,0,0,0	41,295683	1,615904653	0.35	10	1
73410	('Group1=', 2, ', Group2=', 5, ', Group3=', 7, 'ComparisonGroup=', 4)	2022-02-26 23:37:36.539851	2022-02-26 23:46:32.578981	536,03913	False	2	56-65	male	2--3	none	Homogenous (minimize similarity of neighbors)	"Lentil Stew, Tandoori Chicken, Black Bean, Sausage, and Sweet Potato Soup, BBQ Chicken Wings, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus"	['similar', 'similar', 'never', 'prepared', 'similar', 'similar', 'never']	2	4	4	2	4	5	more	1,1,1,1,1,1,1	84,560053	1,927165247	0.35	12	4
82417	('Group1=', 2, ', Group2=', 5, ', Group3=', 6, 'ComparisonGroup=', 3)	2022-02-27 01:22:08.294051	2022-02-27 01:34:01.486970	713,192919	False	2	26-35	male	<1	none	Homogenous (minimize similarity of neighbors)	"Lentil Stew, Tandoori Chicken, Black Bean, Sausage, and Sweet Potato Soup, BBQ Chicken Wings, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus"	['never', 'never', 'never', 'similar', 'never', 'never', 'never']	2	4	4	1	2	4	more	0,0,0,0,0,0,0	71,07205	1,851698842	0.35	13	5
81021	('Group1=', 2, ', Group2=', 5, ', Group3=', 3, 'ComparisonGroup=', 3)	2022-02-27 01:11:42.548709	2022-02-27 01:19:30.803026	468,254317	False	2	26-35	female	2--3	vegetarian	Homogenous (minimize similarity of neighbors)	"Lentil Stew, Tandoori Chicken, Black Bean, Sausage, and Sweet Potato Soup, BBQ Chicken Wings, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus"	['similar', 'never', 'prepared', 'similar', 'never', 'similar', 'similar']	1	4	5	4	5	4	more	0,0,0,0,0,0,0	33,954759	1,530900652	0.35	11	2
78679	('Group1=', 9, ', Group2=', 5, ', Group3=', 6, 'ComparisonGroup=', 1)	2022-02-26 23:40:34.280965	2022-02-26 23:54:52.661303	858,380338	False	2	36-45	female	4--5	other	Homogenous (minimize similarity of neighbors)	"Lentil Stew, Tandoori Chicken, Black Bean, Sausage, and Sweet Potato Soup, BBQ Chicken Wings, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus"	['never', 'similar', 'never', 'prepared', 'prepared', 'prepared', 'never']	7	4	3	4	5	4	more	0,0,0,0,0,0,0	52,524267	1,72036	0.35	9	2
75029	('Group1=', 9, ', Group2=', 5, ', Group3=', 3, 'ComparisonGroup=', 2)	2022-02-27 00:44:43.931680	2022-02-27 00:51:20.516908	396,585228	False	2	36-45	female	>5	none	Homogenous (minimize similarity of neighbors)	"Lentil Stew, Tandoori Chicken, Black Bean, Sausage, and Sweet Potato Soup, BBQ Chicken Wings, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus"	['never', 'never', 'similar', 'never', 'similar', 'similar', 'similar']	5	4	4	2	5	5	more	1,0,1,0,1,0,0	63,103628	1,800054329	0.35	12	4
55011	('Group1=', 6, ', Group2=', 5, ', Group3=', 2, 'ComparisonGroup=', 1)	2022-02-26 23:44:18.897244	2022-02-27 00:02:04.907719	1066,010475	False	2	26-35	male	2--3	none	Homogenous (minimize similarity of neighbors)	"Lentil Stew, Tandoori Chicken, Black Bean, Sausage, and Sweet Potato Soup, BBQ Chicken Wings, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus"	['similar', 'never', 'never', 'prepared', 'similar', 'never', 'prepared']	7	4	3	4	4	4	more	0,0,0,0,0,0,0	95,214964	1,978705208	0.35	9	2
41971	('Group1=', 8, ', Group2=', 5, ', Group3=', 6, 'ComparisonGroup=', 4)	2022-02-27 00:34:56.123848	2022-02-27 00:49:08.759608	852,63576	False	2	46-55	female	2--3	none	Homogenous (minimize similarity of neighbors)	"Lentil Stew, Tandoori Chicken, Black Bean, Sausage, and Sweet Potato Soup, BBQ Chicken Wings, Easy Sweet ChiliAunt Ros Baked Beans""Chicken Penne with Asparagus"	['never', 'never', 'never', 'similar', 'prepared', 'prepared', 'similar']	7	2	2	4	2	2	more	2,2,1,0,1,1,1	164,551907	2,21630292	0.35	6	2
